,file,len,id,reason,section,start,type,meddra_llt,meddra_llt_id,meddra_pt,meddra_pt_id,description
2769,androgel,"14,14",M214,AE_only_as_instruction,S3,"6086,6116",NonOSE_AE,Cardiovascular symptom,10075534,Cardiovascular disorder,10007649,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2770,androgel,26,M251,AE_only_as_instruction,S3,6104,NonOSE_AE,Psychiatric symptom,10061472,Mental disorder,10061284,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2771,androgel,13,M253,AE_only_as_instruction,S3,8151,NonOSE_AE,Serum calcium,10040172,Blood calcium,10005392,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2772,levaquin,40,M2,AE_only_as_instruction,S1,2059,NonOSE_AE,Specific gravity urine increased,10050773,Specific gravity urine increased,10050773,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2773,levaquin,14,M232,AE_only_as_instruction,S3,2836,NonOSE_AE,Rupture tendon,10039326,Tendon rupture,10043248,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2774,levaquin,"8,11",M236,AE_only_as_instruction,S3,"3160,3194",NonOSE_AE,Disorder tendon,10013272,Tendon disorder,10043239,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2775,levaquin,10,M237,AE_only_as_instruction,S3,3263,NonOSE_AE,Tendinitis,10043232,Tendonitis,10043255,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2776,levaquin,14,M238,AE_only_as_instruction,S3,3277,NonOSE_AE,Rupture tendon,10039326,Tendon rupture,10043248,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2777,levaquin,10,M243,AE_only_as_instruction,S3,4202,NonOSE_AE,Neuropathy,10029328,Neuropathy peripheral,10029331,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2778,levaquin,24,M318,AE_only_as_instruction,S3,4283,NonOSE_AE,Sensory disturbance,10040026,Sensory disturbance,10040026,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2779,levaquin,8,M319,AE_only_as_instruction,S3,5588,NonOSE_AE,Seizures,10039910,Seizure,10039906,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2780,levaquin,27,M320,AE_only_as_instruction,S3,5600,NonOSE_AE,Lowered seizure threshold during ECT,10024983,Convulsive threshold lowered,10010927,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2781,levaquin,9,M258,AE_only_as_instruction,S3,7523,NonOSE_AE,Skin rash,10040913,Rash,10037844,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2782,levaquin,8,M259,AE_only_as_instruction,S3,7534,NonOSE_AE,Jaundice,10023126,Jaundice,10023126,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2783,levaquin,16,M260,AE_only_as_instruction,S3,7565,NonOSE_AE,Drug hypersensitivity,10013700,Hypersensitivity,10020751,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2784,levaquin,9,M262,AE_only_as_instruction,S3,8404,NonOSE_AE,Skin rash,10040913,Rash,10037844,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2785,levaquin,16,M263,AE_only_as_instruction,S3,8435,NonOSE_AE,Drug hypersensitivity,10013700,Hypersensitivity,10020751,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2786,levaquin,26,M264,AE_only_as_instruction,S3,8467,NonOSE_AE,Drug hypersensitivity,10013700,Hypersensitivity,10020751,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2787,levaquin,14,M326,AE_only_as_instruction,S3,9207,NonOSE_AE,Hepatotoxicity,10019851,Liver disorder,10024670,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2788,levaquin,14,M325,AE_only_as_instruction,S3,9329,NonOSE_AE,Hepatotoxicity,10019851,Liver disorder,10024670,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2789,levaquin,9,M270,AE_only_as_instruction,S3,9546,NonOSE_AE,Hepatitis,10019717,Hepatitis,10019717,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2790,levaquin,36,M272,AE_only_as_instruction,S3,9925,NonOSE_AE,Dysbacteriosis,10064389,Dysbacteriosis,10064389,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2791,levaquin,26,M273,AE_only_as_instruction,S3,9973,NonOSE_AE,Clostridium difficile infection,10054236,Clostridium difficile infection,10054236,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2792,levaquin,12,M321,AE_only_as_instruction,S3,10006,NonOSE_AE,Clostridium difficile infection,10054236,Clostridium difficile infection,10054236,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2793,levaquin,4,M274,AE_only_as_instruction,S3,10083,NonOSE_AE,Clostridium difficile colitis,10009657,Clostridium difficile colitis,10009657,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2794,levaquin,12,M322,AE_only_as_instruction,S3,10121,NonOSE_AE,Clostridium difficile infection,10054236,Clostridium difficile infection,10054236,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2795,levaquin,10,M276,AE_only_as_instruction,S3,10185,NonOSE_AE,Infection,10021789,Infection,10021789,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2796,levaquin,4,M277,AE_only_as_instruction,S3,10266,NonOSE_AE,Clostridium difficile colitis,10009657,Clostridium difficile colitis,10009657,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2797,levaquin,8,M278,AE_only_as_instruction,S3,10323,NonOSE_AE,Diarrhea,10012727,Diarrhoea,10012735,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2798,levaquin,4,M279,AE_only_as_instruction,S3,10401,NonOSE_AE,Clostridium difficile colitis,10009657,Clostridium difficile colitis,10009657,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2799,levaquin,4,M280,AE_only_as_instruction,S3,10504,NonOSE_AE,Clostridium difficile colitis,10009657,Clostridium difficile colitis,10009657,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2800,levaquin,12,M323,AE_only_as_instruction,S3,10580,NonOSE_AE,Clostridium difficile infection,10054236,Clostridium difficile infection,10054236,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2801,levaquin,12,M324,AE_only_as_instruction,S3,10718,NonOSE_AE,Clostridium difficile infection,10054236,Clostridium difficile infection,10054236,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2802,levaquin,42,M281,AE_only_as_instruction,S3,11552,NonOSE_AE,Electrocardiogram QT interval abnormal,10063748,Electrocardiogram QT interval abnormal,10063748,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2803,levaquin,18,M286,AE_only_as_instruction,S3,13013,NonOSE_AE,Drug therapy,10063370,Immunoglobulin therapy,10069534,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2804,levaquin,12,M287,AE_only_as_instruction,S3,13143,NonOSE_AE,Hypoglycemic episode,10049635,Hypoglycaemia,10020993,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2805,levaquin,16,M295,AE_only_as_instruction,S3,13991,NonOSE_AE,Photosensitivity,10034966,Photosensitivity reaction,10034972,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2806,levaquin,13,M296,AE_only_as_instruction,S3,14008,NonOSE_AE,Phototoxicity,10034977,Photosensitivity reaction,10034972,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2807,levaquin,19,M297,AE_only_as_instruction,S3,14236,NonOSE_AE,Bacterial infection,10060945,Bacterial infection,10060945,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2808,valium,22,M56,AE_only_as_instruction,S2,514,NonOSE_AE,Depression respiratory,10012396,Respiratory depression,10038678,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2809,valium,8,M57,AE_only_as_instruction,S2,541,NonOSE_AE,Sedation,10039897,Sedation,10039897,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2810,valium,22,M85,AE_only_as_instruction,S3,1024,NonOSE_AE,Depression respiratory,10012396,Respiratory depression,10038678,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2811,valium,6,M73,AE_only_as_instruction,S3,1326,NonOSE_AE,Ataxia,10003591,Ataxia,10003591,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2812,valium,12,M74,AE_only_as_instruction,S3,1336,NonOSE_AE,Oversedation,10033305,Sedation complication,10079741,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2813,valium,22,M77,AE_only_as_instruction,S3,2942,NonOSE_AE,Depression respiratory,10012396,Respiratory depression,10038678,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2814,valium,8,M78,AE_only_as_instruction,S3,2969,NonOSE_AE,Sedation,10039897,Sedation,10039897,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2815,valium,9,M87,AE_only_as_instruction,S3,5012,NonOSE_AE,Mutagenic effect,10028400,Mutagenic effect,10028400,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2816,valium,9,M90,AE_only_as_instruction,S3,5537,NonOSE_AE,Pregnancy,10036556,Pregnancy,10036556,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2817,valium,6,M82,AE_only_as_instruction,S3,5831,NonOSE_AE,Ataxia,10003591,Ataxia,10003591,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2818,valium,12,M83,AE_only_as_instruction,S3,5841,NonOSE_AE,Oversedation,10033305,Sedation complication,10079741,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2819,valium,22,M109,AE_only_as_instruction,S4,690,NonOSE_AE,Depression respiratory,10012396,Respiratory depression,10038678,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2820,valium,8,M110,AE_only_as_instruction,S4,717,NonOSE_AE,Sedation,10039897,Sedation,10039897,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2821,valium,22,M111,AE_only_as_instruction,S4,1108,NonOSE_AE,Depression respiratory,10012396,Respiratory depression,10038678,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2822,valium,8,M112,AE_only_as_instruction,S4,1135,NonOSE_AE,Sedation,10039897,Sedation,10039897,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2823,valium,8,M123,AE_only_as_instruction,S4,3648,NonOSE_AE,Pregnant,10036586,Pregnancy,10036556,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2824,valium,8,M124,AE_only_as_instruction,S4,3782,NonOSE_AE,Pregnant,10036586,Pregnancy,10036556,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2825,valium,8,M125,AE_only_as_instruction,S4,3936,NonOSE_AE,Pregnant,10036586,Pregnancy,10036556,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2826,valium,8,M126,AE_only_as_instruction,S4,3980,NonOSE_AE,Pregnant,10036586,Pregnancy,10036556,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2827,effient,8,M14,AE_only_as_instruction,S1,3336,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2828,effient,8,M15,AE_only_as_instruction,S1,3350,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2829,effient,8,M16,AE_only_as_instruction,S1,3481,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2830,effient,8,M17,AE_only_as_instruction,S1,3567,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2831,effient,23,M19,AE_only_as_instruction,S1,5793,NonOSE_AE,Hemorrhage intracranial,10019552,Haemorrhage intracranial,10018985,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2832,effient,8,M20,AE_only_as_instruction,S1,6012,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2833,effient,12,M7,AE_only_as_instruction,S1,6809,NonOSE_AE,Neoplasm malignant,10028997,Neoplasm malignant,10028997,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2834,effient,23,M21,AE_only_as_instruction,S1,7052,NonOSE_AE,Colorectal cancer,10061451,Colorectal cancer,10061451,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2835,effient,8,M10,AE_only_as_instruction,S1,7326,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2836,effient,8,M90,AE_only_as_instruction,S2,970,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2837,effient,16,M91,AE_only_as_instruction,S2,1078,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2838,effient,8,M92,AE_only_as_instruction,S2,1257,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2839,effient,8,M93,AE_only_as_instruction,S2,1515,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2840,effient,21,M113,AE_only_as_instruction,S3,748,NonOSE_AE,Myocardial infarction,10028596,Myocardial infarction,10028596,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2841,effient,8,M115,AE_only_as_instruction,S3,795,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2842,effient,18,M114,AE_only_as_instruction,S3,822,NonOSE_AE,Hemoglobin decreased,10019483,Haemoglobin decreased,10018884,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2843,effient,23,M116,AE_only_as_instruction,S3,854,NonOSE_AE,Hemorrhage intracranial,10019552,Haemorrhage intracranial,10018985,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2844,effient,8,M117,AE_only_as_instruction,S3,901,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2845,effient,18,M118,AE_only_as_instruction,S3,928,NonOSE_AE,Hemoglobin decreased,10019483,Haemoglobin decreased,10018884,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2846,effient,8,M119,AE_only_as_instruction,S3,1344,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2847,effient,8,M120,AE_only_as_instruction,S3,1525,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2848,effient,8,M121,AE_only_as_instruction,S3,1684,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2849,effient,8,M122,AE_only_as_instruction,S3,2813,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2850,effient,8,M123,AE_only_as_instruction,S3,3230,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2851,effient,8,M124,AE_only_as_instruction,S3,3260,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2852,effient,21,M125,AE_only_as_instruction,S3,4738,NonOSE_AE,Bleeding postoperative,10005127,Post procedural haemorrhage,10051077,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2853,effient,15,M126,AE_only_as_instruction,S3,5078,NonOSE_AE,Bleeding,10005103,Haemorrhage,10055798,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2854,effient,16,M127,AE_only_as_instruction,S3,5095,NonOSE_AE,Elective surgery,10058829,Elective surgery,10058829,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2855,effient,6,M128,AE_only_as_instruction,S3,5113,NonOSE_AE,Stroke,10042244,Cerebrovascular accident,10008190,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2856,effient,3,M129,AE_only_as_instruction,S3,5124,NonOSE_AE,TIA,10043821,Transient ischaemic attack,10044390,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2857,effient,3,M135,AE_only_as_instruction,S3,5965,NonOSE_AE,TTP,10050427,Thrombotic thrombocytopenic purpura,10043648,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2858,effient,3,M136,AE_only_as_instruction,S3,6085,NonOSE_AE,TTP,10050427,Thrombotic thrombocytopenic purpura,10043648,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2859,janumet,12,M9,AE_only_as_instruction,S1,7239,NonOSE_AE,Hypoglycemia,10021005,Hypoglycaemia,10020993,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2860,janumet,12,M10,AE_only_as_instruction,S1,7293,NonOSE_AE,Hypoglycemia,10021005,Hypoglycaemia,10020993,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2861,janumet,12,M12,AE_only_as_instruction,S1,7835,NonOSE_AE,Hypoglycemia,10021005,Hypoglycaemia,10020993,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2862,janumet,31,M19,AE_only_as_instruction,S1,12456,NonOSE_AE,Vitamin B12 absorption decreased,10047604,Vitamin B12 deficiency,10047609,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2863,janumet,15,M104,AE_only_as_instruction,S2,261,NonOSE_AE,Acidosis lactic,10000491,Lactic acidosis,10023676,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2864,janumet,15,M105,AE_only_as_instruction,S2,765,NonOSE_AE,Acidosis lactic,10000491,Lactic acidosis,10023676,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2865,janumet,15,M106,AE_only_as_instruction,S2,1175,NonOSE_AE,Acidosis lactic,10000491,Lactic acidosis,10023676,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2866,janumet,15,M107,AE_only_as_instruction,S2,1490,NonOSE_AE,Acidosis lactic,10000491,Lactic acidosis,10023676,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2867,janumet,8,M176,AE_only_as_instruction,S3,2532,NonOSE_AE,Acidosis,10000486,Acidosis,10000486,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2868,janumet,15,M187,AE_only_as_instruction,S3,2996,NonOSE_AE,Acidosis lactic,10000491,Lactic acidosis,10023676,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2869,janumet,15,M161,AE_only_as_instruction,S3,3224,NonOSE_AE,Acidosis lactic,10000491,Lactic acidosis,10023676,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2870,janumet,8,M162,AE_only_as_instruction,S3,3291,NonOSE_AE,Acidosis,10000486,Acidosis,10000486,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2871,janumet,15,M163,AE_only_as_instruction,S3,3579,NonOSE_AE,Acidosis lactic,10000491,Lactic acidosis,10023676,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2872,janumet,15,M188,AE_only_as_instruction,S3,3795,NonOSE_AE,Acidosis lactic,10000491,Lactic acidosis,10023676,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2873,janumet,15,M189,AE_only_as_instruction,S3,3882,NonOSE_AE,Acidosis lactic,10000491,Lactic acidosis,10023676,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2874,janumet,15,M190,AE_only_as_instruction,S3,4137,NonOSE_AE,Acidosis lactic,10000491,Lactic acidosis,10023676,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2875,janumet,21,M177,AE_only_as_instruction,S3,5218,NonOSE_AE,Renal function abnormal,10038451,Renal impairment,10062237,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2876,janumet,16,M180,AE_only_as_instruction,S3,6550,NonOSE_AE,Volume depletion,10047691,Hypovolaemia,10021137,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2877,janumet,11,M181,AE_only_as_instruction,S3,6568,NonOSE_AE,Hypotension,10021097,Hypotension,10021097,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2878,janumet,16,M182,AE_only_as_instruction,S3,6584,NonOSE_AE,Renal impairment,10062237,Renal impairment,10062237,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2879,janumet,15,M183,AE_only_as_instruction,S3,7069,NonOSE_AE,Acidosis lactic,10000491,Lactic acidosis,10023676,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2880,janumet,17,M192,AE_only_as_instruction,S3,7104,NonOSE_AE,Azotemia prerenal,10003888,Acute prerenal failure,10001017,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2881,janumet,27,M212,AE_only_as_instruction,S3,7611,NonOSE_AE,Lactate blood increase,10023650,Blood lactic acid increased,10005635,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2882,janumet,12,M166,AE_only_as_instruction,S3,8021,NonOSE_AE,Pancreatitis,10033645,Pancreatitis,10033645,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2883,janumet,12,M167,AE_only_as_instruction,S3,8038,NonOSE_AE,Pancreatitis,10033645,Pancreatitis,10033645,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2884,janumet,12,M185,AE_only_as_instruction,S3,8260,NonOSE_AE,Pancreatitis,10033645,Pancreatitis,10033645,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2885,janumet,13,M213,AE_only_as_instruction,S3,8725,NonOSE_AE,Heart failure,10019279,Cardiac failure,10007554,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2886,janumet,13,M168,AE_only_as_instruction,S3,8880,NonOSE_AE,Heart failure,10019279,Cardiac failure,10007554,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2887,janumet,13,M169,AE_only_as_instruction,S3,8960,NonOSE_AE,Heart failure,10019279,Cardiac failure,10007554,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2888,janumet,13,M170,AE_only_as_instruction,S3,9018,NonOSE_AE,Heart failure,10019279,Cardiac failure,10007554,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2889,janumet,17,M194,AE_only_as_instruction,S3,9745,NonOSE_AE,Renal impairment,10062237,Renal impairment,10062237,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2890,janumet,16,M171,AE_only_as_instruction,S3,9903,NonOSE_AE,Renal impairment,10062237,Renal impairment,10062237,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2891,janumet,31,M214,AE_only_as_instruction,S3,10216,NonOSE_AE,Vitamin B12 absorption decreased,10047604,Vitamin B12 deficiency,10047609,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
2892,janumet,27,M215,AE_only_as_instruction,S3,10773,NonOSE_AE,Vitamin B12 decreased,10047608,Vitamin B12 decreased,10047608,"AES mentioned in instructions are often mentioned in a hypothetical context, with instructions for what to do if they develop. These AES are not of interest."
