,file,sent_id,sent_start,sent_end,sentence,nonoseaeaeonlyasinstruction,nonoseaegeneralterm,notaecandidatepreexistingconditionorriskfactor,notaecandidateindication,nonoseaemanifestationorcomplication,nonoseaeaefromdruginteraction,nonoseaeaeratelteqplacebo,nonoseaenegation,nonoseaeaeanimal,nonoseaeodorwithdrawal,nonoseaeaefromofflabel,notaecandidatecontraindication,nonoseaeaeforanotherdruginclass,notaecandidateother,nonoseaeother
57,gattex,57,2295,2309,"(  5.1  ) \n', ' *  Intestinal obstruction.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,gattex,58,2309,2327,"In patients who develop obstruction, GATTEX should be temporarily discontinued pending further clinical evaluation and management.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,gattex,59,2327,2332,(  5.2  ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,gattex,60,2332,2343,"\n', ' *  Biliary and pancreatic disease.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,gattex,61,2343,2362,"Patients should undergo laboratory assessment (bilirubin, alkaline phosphatase, lipase, amylase) before starting GATTEX.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,gattex,62,2362,2372,Subsequent laboratory tests should be done every 6 months.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,gattex,63,2372,2395,"If clinically meaningful changes are seen, further evaluation is recommended including imaging, and continued treatment with GATTEX should be reassessed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,gattex,64,2395,2409,"(  5.3  ) \n', ' *  Fluid overload.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,gattex,65,2409,2420,There is a potential for fluid overload while on GATTEX.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,gattex,66,2420,2444,"If fluid overload occurs, especially in patients with cardiovascular disease, parenteral support should be appropriately adjusted, and GATTEX treatment reassessed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,gattex,67,2444,2510,"(  5.4  ) \n', '    \n', ' \n', '\n', '   5.1 Acceleration of Neoplastic Growth\n', '\n', '\n', '\n', '  Based on the pharmacologic activity and findings in animals, GATTEX has the potential to cause  oselabeledaefromdruguse including  oselabeledaefromdruguse  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,gattex,68,2510,2536,In patients at increased risk for  nonoseaeaeonlyasinstruction  the clinical decision to use GATTEX should be considered only if the benefits outweigh the risks.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,gattex,69,2536,2569,"In patients with active  notaecandidatepreexistingconditionorriskfactor  notaecandidatepreexistingconditionorriskfactor  notaecandidatepreexistingconditionorriskfactor (GI tract,  notaecandidatepreexistingconditionorriskfactor  notaecandidatepreexistingconditionorriskfactor (GI tract, hepatobiliary,  notaecandidatepreexistingconditionorriskfactor , GATTEX therapy should be discontinued.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,gattex,70,2569,2592,In patients with active  nonoseaeaeonlyasinstruction  the clinical decision to continue GATTEX should be made based on risk-benefit considerations.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,gattex,71,2592,2605,[see  Clinical Pharmacology (12.1)  and  Nonclinical Toxicology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,gattex,72,2605,2634,"(13.1)  ]  \n', '\n', '\n', '\n', '    Colorectal Polyps  \n',",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,gattex,73,2634,2656,"'\n', '\n', '\n', '  oselabeledaefromdruguse were identified during the clinical trials.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,gattex,74,2656,2679,Colonoscopy of the entire colon with removal of  nonoseaeaeonlyasinstruction should be done within 6 months prior to starting treatment with GATTEX.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,gattex,75,2679,2700,A follow-up colonoscopy (or alternate imaging) is recommended at the end of 1 year of GATTEX.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,gattex,76,2700,2714,Subsequent colonoscopies should be done every 5 years or more often as needed.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,gattex,77,2714,2733,"If a  nonoseaeaeonlyasinstruction is found, adherence to current  nonoseaeaeonlyasinstruction follow-up guidelines is recommended.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,gattex,78,2733,2747,In case of diagnosis of  nonoseaeaeonlyasinstruction  GATTEX therapy should be discontinued .,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,gattex,79,2747,2814,"[see  Adverse Reactions (6.1)  ]  \n', '\n', '\n', '\n', '     oselabeledaefromdruguse  \n', '\n', '\n', '\n', ' Based on  nonoseaeaeanimal findings in the rat  nonoseaeaeonlyasinstruction study, patients should be monitored clinically for  nonoseaeaeonlyasinstruction  ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80,gattex,80,2814,2826,"If a  nonoseaeaeonlyasinstruction is found, it should be removed.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,gattex,81,2826,2838,In case of  nonoseaeaeonlyasinstruction  GATTEX therapy should be discontinued.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,gattex,82,2838,2843,[see  Nonclinical Toxicology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,gattex,83,2843,2893,"(13.1)  ]  \n', '\n', '\n', '\n', '    5.2 Intestinal Obstruction\n', '\n', '\n', '\n', '   oselabeledaefromdruguse has been reported in clinical trials.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,gattex,84,2893,2918,In patients who develop  nonoseaeaeonlyasinstruction or stomal  nonoseaeaeonlyasinstruction  nonoseaeaeonlyasinstruction  GATTEX should be temporarily discontinued while the patient is clinically managed.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,gattex,85,2918,2932,"GATTEX may be restarted when the obstructive presentation resolves, if clinically indicated.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,gattex,86,2932,3019,"[see  Adverse Reactions (6.1)  ]  \n', '\n', '\n', '\n', '    5.3 Biliary and Pancreatic Disease\n', '\n', '\n', '\n', '   Gallbladder and Biliary Tract Disease  \n', '\n', '\n', '\n', '  oselabeledaefromdruguse   oselabeledaefromdruguse  and  oselabeledaefromdruguse  have been reported in clinical studies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,gattex,87,3019,3035,For identification of the onset or worsening of  nonoseaeaeonlyasinstruction biliary  nonoseaeaeonlyasinstruction  nonoseaeaeonlyasinstruction  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,gattex,88,3035,3069,"patients should undergo laboratory assessment of bilirubin and alkaline phosphatase within 6 months prior to starting GATTEX, and at least every 6 months while on GATTEX; or more frequently if needed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,gattex,89,3069,3100,"If clinically meaningful changes are seen, further evaluation including imaging of the gallbladder and/or biliary tract is recommended; and the need for continued GATTEX treatment should be reassessed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,gattex,90,3100,3156,"[see  Adverse Reactions (6.1)  ]  \n', '\n', '\n', '\n', '    Pancreatic Disease  \n', '\n', '\n', '\n', '  oselabeledaefromdruguse has been reported in clinical studies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,gattex,91,3156,3199,"For identification of onset or worsening of  nonoseaeaeonlyasinstruction  patients should undergo laboratory assessment of lipase and amylase within 6 months prior to starting GATTEX, and at least every 6 months while on GATTEX; or more frequently if needed.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,gattex,92,3199,3228,"If clinically meaningful changes are seen, further evaluation such as imaging of the pancreas is recommended; and the need for continued GATTEX treatment should be reassessed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,gattex,93,3228,3308,"[see  Adverse Reactions (6.1)  and  Nonclinical Toxicology (13.1)  ]  \n', '\n', '\n', '\n', '    5.4 Fluid Overload\n', '\n', '\n', '\n', '   oselabeledaefromdruguse and  oselabeledaefromdruguse have been observed in clinical trials, which were felt to be related to enhanced fluid absorption associated with GATTEX.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,gattex,94,3308,3333,"If  nonoseaeaeonlyasinstruction occurs, parenteral support should be adjusted and GATTEX treatment should be reassessed, especially in patients with underlying  notaecandidatepreexistingconditionorriskfactor  ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,gattex,95,3333,3352,"If significant  nonoseaeaeonlyasinstruction develops while on GATTEX, the need for continued GATTEX treatment should be reassessed.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,gattex,96,3352,3406,"[ see  Adverse Reactions (6.1)  ]  \n', '\n', '\n', '\n', '    5.5 Increased Absorption of Concomitant Oral Medication\n', '\n', '\n', '\n', '   nonoseaeaefromdruginteraction ']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,kit,0,0,36,"['    6 ADVERSE REACTIONS\n', '\n', '  EXCERPT:   The most common adverse reactions (incidence < 1%) are injection site irritation and/or pain.  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,kit,1,36,41,(  6.1  ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,kit,2,41,185,"\n', '\n', '\n', '\n', '   To report SUSPECTED ADVERSE REACTIONS, contact Navidea Biopharmaceuticals, Inc.  at 1-800-476-5270 or www.lymphoseek.com or FDA at 1-800-FDA-1088 or www.fda.gov/medwatch  \n', '\n', '\n', '\n', ' \n', '\n', '  6.1 Clinical Trials Experience\n', '\n', '  Because clinical trials are conducted under widely varying conditions, adverse reaction rates observed in the clinical trials of a drug cannot be directly compared to rates in the clinical trials of another drug and may not reflect the rates observed in practice.\n', '\n', '\n', '\n', '",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,kit,3,185,229,"In open label, single arm clinical trials, 553 patients with either  notaecandidateindication   notaecandidateindication  or  notaecandidateindication  notaecandidatepreexistingconditionorriskfactor the oral cavity,  notaecandidatepreexistingconditionorriskfactor  notaecandidateindication the oral cavity, skin, and  notaecandidateindication received Lymphoseek.  ",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4,kit,4,229,237,No patients experienced serious adverse reactions.   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,kit,5,237,294,"oselabeledaefromdruguse  oselabeledaefromdruguse irritation (4 patients; 0.7%) and  oselabeledaefromdruguse     5 WARNINGS AND PRECAUTIONS\n', '\n', '\n', '\n', '  EXCERPT:    Hypersensitivity: Ask patients about prior reactions to drugs, especially dextran or modified forms of dextran.  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,kit,6,294,305,Observe for hypersensitivity signs and symptoms following Lymphoseek injection.  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,kit,7,305,314,Have resuscitation equipment and trained personnel immediately available.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,kit,8,314,394,"(  5.1  )  \n', '\n', '\n', '\n', ' \n', '\n', '\n', '\n', '   5.1 Hypersensitivity Reactions\n', '\n', '\n', '\n', '   Lymphoseek may pose a risk of  oselabeledaefromdruguse to dextran [see  Description (11)  ]  .  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,kit,9,394,416,Serious  nonoseaeaeforanotherdruginclass have been associated with dextran and modified forms of dextran (such as iron dextran drugs).  ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,kit,10,416,421,"\n', '\n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,kit,11,421,521,"', '\n', '\n', ' Before administering Lymphoseek, ask patients about prior  nonoseaeaeonlyasinstruction to drugs, especially to dextran and modified forms of dextran.  Have resuscitation equipment and trained personnel immediately available at the time of Lymphoseek administration.\n', '\n', '\n', '\n', '    5.2 Radiation Risks\n', '\n', '\n', '\n', '   Any radiation-emitting product may increase the  nonoseaeaeonlyasinstruction  especially in pediatric patients.  ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,kit,12,521,540,Adhere to the dose recommendations and ensure safe handling to minimize the risk for excessive  nonoseaeaeonlyasinstruction '],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,androgel,0,0,43,"['  6 ADVERSE REACTIONS\n', '\n', '  EXCERPT:   Most common adverse reactions (incidence >= 5%) are acne, application site reaction, abnormal lab tests, and prostatic disorders.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,androgel,1,43,49,(  6.1  )  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,androgel,2,49,78,"To report SUSPECTED ADVERSE REACTIONS, contact AbbVie Inc. at 1-800-633-9110 or FDA at 1-800-FDA-1088 or      www.fda.gov/medwatch  .  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,androgel,3,78,107,"\n', '\n', ' \n', '\n', '  6.1 Clinical Trial Experience\n', '\n', '  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,androgel,4,107,228,"Because clinical trials are conducted under widely varying conditions, adverse reaction rates observed in the clinical trials of a drug cannot be directly compared to rates in the clinical trials of another drug and may not reflect the rates observed in practice.\n', '\n', '       Clinical Trials in Hypogonadal Men    \n', '\n', '   Table 1  shows the incidence of all adverse events judged by the investigator to be at least possibly related to treatment with AndroGel 1% and reported by >1% of patients in a 180 Day, Phase 3 study.\n', '\n', ' Table 1: Adverse Events",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,androgel,5,228,293,"Possibly, Probably or Definitely Related to Use of AndroGel 1% in the 180-Day Controlled Clinical Trial \n', '  * nonoseaegeneralterm occurred in nine patients with one or more of the following events reported:  oselabeledaefromdruguse hemoglobin or  oselabeledaefromdruguse  oselabeledaefromdruguse or hematocrit,  oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse     ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,androgel,6,293,298,"\n', '  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,androgel,7,298,299,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,androgel,8,299,321,* oselabeledaefromdruguse included five patients with  oselabeledaefromdruguse  one with  oselabeledaefromdruguse  and one with  oselabeledaefromdruguse results.    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,androgel,9,321,326,"\n', '  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,androgel,10,326,327,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,androgel,11,327,366,"** oselabeledaefromdruguse were reported in two patients: one with  oselabeledaefromdruguse and one with slight  oselabeledaefromdruguse     \n', '  \n', '   Adverse Event                               Dose of AndroGel 1%     ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,androgel,12,366,378,"\n', '   50 mg                                       75 mg              100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,androgel,13,378,380,mg               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,androgel,14,380,393,"\n', '                                               N = 77             N = 40                ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,androgel,15,393,397,N = 78               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,androgel,16,397,429,"\n', '  oselabeledaefromdruguse                                        1%                 3%                    8%                     \n', '  oselabeledaefromdruguse                                    1%                 0%                    1%                     ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,androgel,17,429,445,"\n', '  oselabeledaefromdruguse                   5%                 3%                    4%                     ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,androgel,18,445,557,"\n', '  oselabeledaefromdruguse                                    0%                 3%                    1%                     \n', '  oselabeledaefromdruguse                                  1%                 0%                    1%                     \n', '  oselabeledaefromdruguse                          0%                 3%                    3%                     \n', '  oselabeledaefromdruguse                                1%                 0%                    3%                     \n', '  oselabeledaefromdruguse                                    4%                 3%                    0%                     \n', '  oselabeledaefromdruguse                                3%                 0%                    3%                     \n', '  nonoseaegeneralterm                           6%                 5%                    3%                     ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,androgel,19,557,627,"\n', '  oselabeledaefromdruguse                            0%                 3%                    1%                     \n', '  oselabeledaefromdruguse                                 0%                 3%                    1%                     \n', '  oselabeledaefromdruguse                                 1%                 3%                    1%                     \n', '  oselabeledaefromdruguse                         3%                 3%                    5%                     \n', '  oselabeledaefromdruguse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,androgel,20,627,628,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,androgel,21,628,756,"*                          3%                 0%                    0%                     \n', '          Other less common adverse reactions, reported in fewer than 1% of patients included:  oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse  and  oselabeledaefromdruguse \n', ' \n', '\n', ' In this 180 day clinical trial,  oselabeledaefromdruguse were reported with AndroGel 1%, but none was severe enough to require treatment or discontinuation of drug.\n', '\n', ' Six patients (4%) in this trial had adverse events that led to discontinuation of AndroGel 1%.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,androgel,22,756,791,"These events included:  nonoseaenegation   nonoseaenegation (neither of which were considered related to AndroGel 1% administration),  oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse  and  oselabeledaefromdruguse  ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,androgel,23,791,916,"No AndroGel 1% patient discontinued due to  nonoseaenegation \n', '\n', ' In a separate uncontrolled pharmacokinetic study of 10 patients, two had adverse events associated with AndroGel 1%; these were  oselabeledaefromdruguse and  oselabeledaefromdruguse in one patient and  oselabeledaefromdruguse and  oselabeledaefromdruguse in the other.\n', '\n', ' In a 3 year, flexible dose, extension study, the incidence of all adverse events judged by the investigator to be at least possibly related to treatment with AndroGel 1% and reported by > 1% of patients is shown in  Table 2  .\n', '\n', ' Table 2: Adverse Events",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,androgel,24,916,950,"Possibly, Probably or Definitely Related to Use of AndroGel 1% in the 3 Year, Flexible Dose, Extension Study \n', '   Adverse Event                                           Percent of Subjects                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,androgel,25,950,961,"\n', '                                                         (N = 162)                                       ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,androgel,26,961,1020,"\n', '  \n', '  + nonoseaegeneralterm occurred in 15 patients with one or more of the following events reported:  oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse hemoglobin or  oselabeledaefromdruguse  oselabeledaefromdruguse or hematocrit,  oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse     \n', '  ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,androgel,27,1020,1042,"* oselabeledaefromdruguse included  oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse and  oselabeledaefromdruguse     \n', '  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,androgel,28,1042,1043,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,androgel,29,1043,1049,* oselabeledaefromdruguse included three patients.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,androgel,30,1049,1104,"There were two with a  oselabeledaefromdruguse and one with slight  oselabeledaefromdruguse     \n', '  \n', '  nonoseaegeneralterm                                       9.3                                             \n', '  oselabeledaefromdruguse                                                1.9                                             \n', '  oselabeledaefromdruguse                               5.6                                             \n', '  oselabeledaefromdruguse                                                    3.1                                             ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31,androgel,31,1104,1111,"\n', '  oselabeledaefromdruguse                                                ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,androgel,32,1111,1122,"1.9                                             \n', '  oselabeledaefromdruguse                                       11.7                                            ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,androgel,33,1122,1129,"\n', '  oselabeledaefromdruguse                                   ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,androgel,34,1129,1140,"1.2                                             \n', '  oselabeledaefromdruguse                                        3.7                                             ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,androgel,35,1140,1148,"\n', '  oselabeledaefromdruguse *                                       ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,androgel,36,1148,1171,"1.9                                             \n', '  oselabeledaefromdruguse                                            2.5                                             \n', '  oselabeledaefromdruguse                                                  2.5                                             \n',",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,androgel,37,1171,1329,"'        Two patients reported serious adverse events considered possibly related to treatment:  oselabeledaefromdruguse  and  oselabeledaefromdruguse requiring a transurethral resection of the prostate (TURP).\n', ' \n', '\n', ' Discontinuation for adverse events in this study included: two patients with  oselabeledaefromdruguse  one with  oselabeledaefromdruguse  and five with  oselabeledaefromdruguse (including  oselabeledaefromdruguse in 4 patients, and  oselabeledaefromdruguse with  oselabeledaefromdruguse in a fifth patient).\n', '\n', '       Increases in Serum PSA Observed in Clinical Trials of Hypogonadal Men    \n', '\n', ' During the initial 6-month study, the mean change in  oselabeledaefromdruguse had a statistically significant  oselabeledaefromdruguse of 0.26 ng/mL. Serum PSA was measured every 6 months thereafter in the 162  notaecandidateindication men on AndroGel 1% in the 3-year extension study.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,androgel,38,1329,1349,There was no additional statistically significant  nonoseaenegation observed in mean  nonoseaenegation from 6 months through 36 months.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,androgel,39,1349,1364,"However, there were  oselabeledaefromdruguse observed in approximately 18% of individual patients.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,androgel,40,1364,1443,"The overall mean change from baseline in serum PSA values for the entire group from month 6 to 36 was 0.11 ng/mL.\n', '\n', ' Twenty-nine patients (18%) met the per-protocol criterion for  oselabeledaefromdruguse  defined as >2X the baseline or any single serum  oselabeledaefromdruguse  Most of these (25/29) met this criterion by at least  oselabeledaefromdruguse from baseline.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,androgel,41,1443,1465,"In most cases where  oselabeledaefromdruguse (22/25), the maximum serum PSA value was still <2 ng/mL.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,androgel,42,1465,1549,"The first occurrence of a pre-specified, post-baseline  oselabeledaefromdruguse was seen at or prior to Month 12 in most of the patients who met this criterion (23 of 29; 79%).\n', '\n', "" Four patients met this criterion by having a serum  oselabeledaefromdruguse and in these, maximum serum PSA values were 6.2 ng/mL, 6.6 ng/mL, 6.7 ng/mL, and 10.7 ng/mL.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,androgel,43,1549,1562,"In two of these patients,  oselabeledaefromdruguse was detected on biopsy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,androgel,44,1562,1587,"The first patient's PSA levels were 4.7 ng/mL and 6.2 ng/mL at baseline and at Month 6/Final, respectively.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,androgel,45,1587,1662,"The second patient's PSA levels were 4.2 ng/mL, 5.2 ng/mL, 5.8 ng/mL, and 6.6 ng/mL at baseline, Month 6, Month 12, and Final, respectively.\n"", '\n', '   6.2 Postmarketing Experience\n', '\n', '  The following adverse reactions have been identified during post approval use of AndroGel 1%.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,androgel,46,1662,1727,"Because the reactions are reported voluntarily from a population of uncertain size, it is not always possible to reliably estimate their frequency or establish a causal relationship to drug exposure (Table 3).\n', '\n', '     Table 3: Adverse Drug Reactions from Postmarketing Experience of AndroGel 1% by MedDRA System Organ Class \n', '  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,androgel,47,1727,1737,"nonoseaegeneralterm            oselabeledaefromdruguse  oselabeledaefromdruguse Hgb,  oselabeledaefromdruguse (",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,androgel,48,1737,1739,oselabeledaefromdruguse                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,androgel,49,1739,1759,"\n', '  nonoseaegeneralterm                            oselabeledaefromdruguse   oselabeledaefromdruguse                        \n', '  nonoseaegeneralterm                                 oselabeledaefromdruguse                                            ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,androgel,50,1759,1766,"\n', '  nonoseaegeneralterm                          ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,androgel,51,1766,1768,oselabeledaefromdruguse                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,androgel,52,1768,1779,"\n', '  nonoseaegeneralterm    oselabeledaefromdruguse   oselabeledaefromdruguse   ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,androgel,53,1779,1781,oselabeledaefromdruguse                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,androgel,54,1781,1786,"\n', '  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,androgel,55,1786,1790,nonoseaegeneralterm                             oselabeledaefromdruguse                                   ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,androgel,56,1790,1900,"\n', '  nonoseaegeneralterm                             oselabeledaefromdruguse  oselabeledaefromdruguse liver function tests (e.g.  oselabeledaefromdruguse   oselabeledaefromdruguse GGTP,  oselabeledaefromdruguse  oselabeledaefromdruguse  bilirubin)   \n', '  nonoseaegeneralterm                                      oselabeledaefromdruguse   oselabeledaefromdruguse  oselabeledaefromdruguse ( oselabeledaefromdruguse  oselabeledaefromdruguse (nitrogen,  oselabeledaefromdruguse  oselabeledaefromdruguse (nitrogen, calcium,  oselabeledaefromdruguse  oselabeledaefromdruguse (nitrogen, calcium, potassium,  oselabeledaefromdruguse  oselabeledaefromdruguse (nitrogen, calcium, potassium, phosphorus,  oselabeledaefromdruguse ,  oselabeledaefromdruguse ( oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse ,  oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   \n', '  nonoseaegeneralterm :   oselabeledaefromdruguse                                      ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,androgel,57,1900,1913,"\n', '  nonoseaegeneralterm                                      oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,androgel,58,1913,1915,oselabeledaefromdruguse           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,androgel,59,1915,1960,"\n', '  nonoseaegeneralterm                               oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   \n', '  nonoseaegeneralterm            oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse   oselabeledaefromdruguse (frequent or  oselabeledaefromdruguse    ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,androgel,60,1960,1969,"\n', '  nonoseaegeneralterm                               oselabeledaefromdruguse                                              ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,androgel,61,1969,1980,"\n', '  nonoseaegeneralterm              oselabeledaefromdruguse   oselabeledaefromdruguse   ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
