regimen,alternate_name,regimen_type,cancers
CapeOx & Panitumumab,CapeOx + Panitumumab,"Advanced or metastatic disease, first-line",Colon_cancer_KRAS_wild-type
CapeOx & Panitumumab,CapeOx  and  Panitumumab,"Advanced or metastatic disease, first-line",Colon_cancer_KRAS_wild-type
CapeOx & Panitumumab,CapeOx+Panitumumab,"Advanced or metastatic disease, first-line",Colon_cancer_KRAS_wild-type
CapeOx & Panitumumab,CapeOx and Panitumumab,"Advanced or metastatic disease, first-line",Colon_cancer_KRAS_wild-type
CapeOx & Panitumumab,CapeOx/Panitumumab,"Advanced or metastatic disease, first-line",Colon_cancer_KRAS_wild-type
"CapeOx, Cetuximab, RT","CapeOX, Cetuximab, RT",Neoadjuvant therapy,Rectal_cancer
"CapeOx, Cetuximab, RT","CapeOx, Cetuximab, RT",Neoadjuvant therapy,Rectal_cancer
Capecitabine & Bevacizumab,Capecitabine & Bevacizumab,"Advanced or metastatic disease, first-line","Colon_cancer,Hepatocellular_carcinoma"
Capecitabine & Erlotinib,Capecitabine & Erlotinib,"Metastatic disease, refractory",Pancreatic_cancer
Capecitabine & Gemcitabine,Capecitabine & Gemcitabine,Adjuvant therapy,"Pancreatic_cancer,Thymoma,Cholangiocarcinoma"
Capecitabine & Gemcitabine,GemCap,Adjuvant therapy,"Pancreatic_cancer,Thymoma,Cholangiocarcinoma"
Capecitabine & Ixabepilone,Capecitabine & Ixabepilone,"Metastatic disease, subsequent lines of therapy",Breast_cancer_triple_negative
Capecitabine & Lapatinib,Capecitabine & Lapatinib,"Breast cancer, HER2-positive, all lines of therapy",CNS_carcinoma
Capecitabine & Mitomycin,Capecitabine & Mitomycin,"Metastatic disease, all lines of therapy",Cholangiocarcinoma
Capecitabine & RT,Capecitabine  and  RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & RT,Capecitabine+RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & RT,Capecitabine and RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & RT,Capecitabine & RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & RT,Capecitabine / RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & RT,Capecitabine + RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & RT,Capecitabine/RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & Temozolomide,Capecitabine & Temozolomide,All lines of therapy,Pancreatic_NET
Capecitabine & Trastuzumab,Capecitabine & Trastuzumab,"Breast cancer, HER2-positive, all lines of therapy",CNS_carcinoma
Capecitabine monotherapy,Capecitabine monotherapy,Adjuvant chemotherapy,"Colon_cancer,Pancreatic_cancer,Gastric_cancer,Rectal_cancer,Hepatocellular_carcinoma,Cholangiocarcinoma,Breast_cancer"
"Capecitabine, Carboplatin, Paclitaxel, RT","Capecitabine, Carboplatin, Paclitaxel, RT",Neoadjuvant chemoradiotherapy,Esophageal_cancer
"Capecitabine, Cisplatin, RT","Capecitabine, Cisplatin, RT",Neoadjuvant chemoradiotherapy,Esophageal_cancer
"Capecitabine, Docetaxel, Oxaliplatin, RT","Capecitabine, Docetaxel, Oxaliplatin, RT",Neoadjuvant chemoradiotherapy,Esophageal_cancer
"Capecitabine, Docetaxel, RT","Capecitabine, Docetaxel, RT",Neoadjuvant chemoradiotherapy,Esophageal_cancer
"Capecitabine, Mitomycin, RT","Capecitabine, Mitomycin, RT",Definitive chemoradiotherapy for locally advanced disease,Anal_cancer
"Capecitabine, Oxaliplatin, RT","Capecitabine, Oxaliplatin, RT",Neoadjuvant chemoradiotherapy,Esophageal_cancer
"Capecitabine, Paclitaxel, RT","Capecitabine, Paclitaxel, RT",Neoadjuvant chemoradiotherapy,Esophageal_cancer
"Capecitabine, Sorafenib, RT","Capecitabine, Sorafenib, RT",Neoadjuvant therapy,Rectal_cancer
"Capecitabine, then Capecitabine & RT, then Capecitabine","Capecitabine, then Capecitabine & RT, then Capecitabine",Adjuvant chemoradiotherapy,Rectal_cancer
Carboplatin & Bevacizumab,Carboplatin & Bevacizumab,"Recurrent disease, salvage therapy","Glioblastoma,Anaplastic_glioma"
Carboplatin & Docetaxel,Carboplatin & Docetaxel,All lines of therapy,"Adenocarcinoma_of_unknown_primary,Head_and_neck_cancer,Breast_cancer_triple_negative,Ovarian_cancer,Prostate_cancer,Cervical_cancer,Non-small_cell_lung_cancer"
Carboplatin & Doxorubicin liposomal,Carboplatin & Doxorubicin liposomal,"Chemotherapy for advanced, recurrent, or metastatic disease","Ovarian_cancer,Endometrial_cancer"
Carboplatin & Etoposide,Carboplatin & Etoposide,"Advanced or metastatic disease, first-line","Small_cell_lung_cancer,Non-small_cell_lung_cancer"
"Carboplatin & Etoposide, then auto HSCT","Carboplatin & Etoposide, then auto HSCT",Consolidation after salvage therapy,Testicular_cancer
"Carboplatin & Etoposide, then auto HSCT",TI/CE,Consolidation after salvage therapy,Testicular_cancer
"Carboplatin & Etoposide, then auto HSCT",TICE,Consolidation after salvage therapy,Testicular_cancer
"Carboplatin & Etoposide, then auto HSCT",TI-CE,Consolidation after salvage therapy,Testicular_cancer
Carboplatin & Fluorouracil,Carboplatin & Fluorouracil,"Recurrent or metastatic disease, first-line therapy",Head_and_neck_cancer
Carboplatin & Gemcitabine,Carboplatin & Gemcitabine,"Metastatic disease, first-line therapy","Breast_cancer_triple_negative,Ovarian_cancer,Non-small_cell_lung_cancer"
Carboplatin & Gemcitabine/Erlotinib,Carboplatin & Gemcitabine/Erlotinib,"Advanced or metastatic disease, EGFR inhibitor-naive",Non-small_cell_lung_cancer_EGFR-mutated
Carboplatin & Ifosfamide,Carboplatin & Ifosfamide,Adjuvant therapy,Cervical_cancer
Carboplatin & Irinotecan,Carboplatin & Irinotecan,"Extensive stage, induction",Small_cell_lung_cancer
Carboplatin & Paclitaxel,Carboplatin & Paclitaxel,All lines of therapy,"Adenocarcinoma_of_unknown_primary,Endometrial_cancer,Thymoma,Gastric_cancer,Breast_cancer_triple_negative,Ovarian_cancer,Prostate_cancer,Bladder_cancer,Cervical_cancer,Non-small_cell_lung_cancer,Esophageal_cancer,Melanoma"
Carboplatin & Pemetrexed,Carboplatin & Pemetrexed,"Advanced or metastatic disease, first-line therapy","Mesothelioma,Non-small_cell_lung_cancer"
Carboplatin & RT,Carboplatin + RT,Definitive chemoradiotherapy for locally advanced disease,"Cervical_cancer,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Head_and_neck_cancer"
Carboplatin & RT,Carboplatin+RT,Definitive chemoradiotherapy for locally advanced disease,"Cervical_cancer,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Head_and_neck_cancer"
Carboplatin & RT,Carboplatin and RT,Definitive chemoradiotherapy for locally advanced disease,"Cervical_cancer,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Head_and_neck_cancer"
Carboplatin & RT,Carboplatin & RT,Definitive chemoradiotherapy for locally advanced disease,"Cervical_cancer,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Head_and_neck_cancer"
Carboplatin & RT,Carboplatin/RT,Definitive chemoradiotherapy for locally advanced disease,"Cervical_cancer,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Head_and_neck_cancer"
Carboplatin & RT,Carboplatin  and  RT,Definitive chemoradiotherapy for locally advanced disease,"Cervical_cancer,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Head_and_neck_cancer"
Carboplatin & RT,Carboplatin / RT,Definitive chemoradiotherapy for locally advanced disease,"Cervical_cancer,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Head_and_neck_cancer"
Carboplatin & Teniposide,Carboplatin & Teniposide,"Recurrent or progressive, non-curative therapy",Low-grade_glioma
Carboplatin & Vincristine,Carboplatin & Vincristine,Adjuvant therapy,Low-grade_glioma
Carboplatin & Vinorelbine,Carboplatin & Vinorelbine,"Advanced or metastatic disease, first-line",Non-small_cell_lung_cancer
Carboplatin & nab-Paclitaxel,Carboplatin & nab-Paclitaxel,Neoadjuvant chemotherapy,"Breast_cancer_triple_negative,Non-small_cell_lung_cancer,Melanoma"
Carboplatin monotherapy,Carboplatin monotherapy,"Persistent, recurrent, or metastatic disease, first-line therapy","Endometrial_cancer,Ovarian_cancer,Testicular_cancer,Low-grade_glioma,Cervical_cancer"
"Carboplatin, Cyclophosphamide, Etoposide, Methotrexate, Vincristine","Carboplatin, Cyclophosphamide, Etoposide, Methotrexate, Vincristine",Adjuvant therapy,Medulloblastoma
"Carboplatin, Docetaxel, Fluorouracil","Carboplatin, Docetaxel, Fluorouracil",Metastatic or locally advanced disease (non-radiation/surgery candidate),Esophageal_cancer
"Carboplatin, Etoposide, Bevacizumab","Carboplatin, Etoposide, Bevacizumab","Extensive stage, induction",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT","Carboplatin, Etoposide, RT","Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP+RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP  and  RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP + RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP / RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP & RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP and RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EPRT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP/RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Fluorouracil, Cetuximab","Carboplatin, Fluorouracil, Cetuximab","Recurrent or metastatic disease, first-line therapy",Head_and_neck_cancer
"Carboplatin, Fluorouracil, Cetuximab, RT","Carboplatin, Fluorouracil, Cetuximab, RT","Locally advanced disease, definitive therapy",Head_and_neck_cancer
"Carboplatin, Fluorouracil, RT","Carboplatin, Fluorouracil, RT",Neoadjuvant chemoradiotherapy,"Head_and_neck_cancer,Esophageal_cancer"
"Carboplatin, Gemcitabine, Bevacizumab","Carboplatin, Gemcitabine, Bevacizumab","Second-line therapy for relapsed or recurrent disease, platinum-sensitive",Ovarian_cancer
"Carboplatin, Olaparib, Paclitaxel","Carboplatin, Olaparib, Paclitaxel","Second-line therapy for relapsed or recurrent disease, platinum-sensitive",Ovarian_cancer
"Carboplatin, Paclitaxel, Bevacizumab",B and CP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",B / CP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",B+CP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",B&CP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",BCP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",B & CP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",B/CP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",PacCBev,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab","Carboplatin, Paclitaxel, Bevacizumab","Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Pembrolizumab","Carboplatin, Paclitaxel, Pembrolizumab","Advanced or metastatic disease, first-line, squamous",Non-small_cell_lung_cancer
"Carboplatin, Paclitaxel, RT","Carboplatin, Paclitaxel, RT",Neoadjuvant chemoradiotherapy,"Non-small_cell_lung_cancer,Head_and_neck_cancer,Esophageal_cancer"
"Carboplatin, Pemetrexed, Bevacizumab","Carboplatin, Pemetrexed, Bevacizumab","Advanced or metastatic disease, first-line, nonsquamous",Non-small_cell_lung_cancer
"Carboplatin, Pemetrexed, Bevacizumab",PemCBev,"Advanced or metastatic disease, first-line, nonsquamous",Non-small_cell_lung_cancer
"Carboplatin, Vinorelbine, RT","Carboplatin, Vinorelbine, RT",Definitive therapy for locally advanced disease,Non-small_cell_lung_cancer
"Carboplatin, nab-Paclitaxel, Pembrolizumab","Carboplatin, nab-Paclitaxel, Pembrolizumab","Advanced or metastatic disease, first-line, squamous",Non-small_cell_lung_cancer
Carfilzomib & Dexamethasone,Carfilzomib & Dexamethasone,"Relapsed or refractory, randomized data",Multiple_myeloma_relapsedrefractory
Carfilzomib & Panobinostat,Carfilzomib & Panobinostat,"Relapsed or refractory, non-randomized or retrospective data",Multiple_myeloma_relapsedrefractory
Carfilzomib monotherapy,Carfilzomib monotherapy,"Relapsed or refractory, randomized data",Multiple_myeloma_relapsedrefractory
Carmustine & RT,BCNU/RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU / RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine/RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU + RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine / RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU+RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine  and  RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU & RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine and RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNURT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU  and  RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine & RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine + RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine+RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU and RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine monotherapy,Carmustine monotherapy,Adjuvant therapy,"Glioblastoma,Anaplastic_glioma"
Cemiplimab monotherapy,Cemiplimab monotherapy,"Advanced or metastatic disease, all lines of therapy",Cutaneous_squamous_cell_carcinoma
Ceritinib monotherapy,Ceritinib monotherapy,"Non-small cell lung cancer, ALK-mutated, all lines of therapy","CNS_carcinoma,Non-small_cell_lung_cancer_ALK-positive,Non-small_cell_lung_cancer_ROS1-positive"
Cetuximab & RT,Cetuximab / RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab & RT,Cetuximab & RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab & RT,Cetuximab  and  RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab & RT,Cetuximab and RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab & RT,Cetuximab/RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab & RT,Cetuximab+RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab & RT,Cetuximab + RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab monotherapy,Cetuximab monotherapy,Maintenance after first-line therapy,"Colon_cancer_KRAS_wild-type,Head_and_neck_cancer,Esophageal_cancer,Cutaneous_squamous_cell_carcinoma"
Chidamide monotherapy,Chidamide monotherapy,"Relapsed or refractory, non-randomized or retrospective data",Peripheral_T-cell_lymphoma
ChlVPP,ChlVPP,"Untreated, elderly",Hodgkin_lymphoma
ChlVPP/EVA,ChlVPP/EVA,"Untreated, elderly",Hodgkin_lymphoma
Chlorambucil & Obinutuzumab,Chlorambucil & Obinutuzumab,"First-line therapy, randomized data",Chronic_lymphocytic_leukemia_(CLLSLL)
Chlorambucil & Obinutuzumab,GClb,"First-line therapy, randomized data",Chronic_lymphocytic_leukemia_(CLLSLL)
Chlorambucil & Ofatumumab,Chlorambucil & Ofatumumab,"First-line therapy, randomized data",Chronic_lymphocytic_leukemia_(CLLSLL)
Chlorambucil & Rituximab,CLB/R,"First-line therapy, randomized data","Chronic_lymphocytic_leukemia_(CLLSLL),Mantle_cell_lymphoma,Marginal_zone_lymphoma"
Chlorambucil & Rituximab,CLBR,"First-line therapy, randomized data","Chronic_lymphocytic_leukemia_(CLLSLL),Mantle_cell_lymphoma,Marginal_zone_lymphoma"
Chlorambucil & Rituximab,RClb,"First-line therapy, randomized data","Chronic_lymphocytic_leukemia_(CLLSLL),Mantle_cell_lymphoma,Marginal_zone_lymphoma"
Chlorambucil & Rituximab,Chlorambucil & Rituximab,"First-line therapy, randomized data","Chronic_lymphocytic_leukemia_(CLLSLL),Mantle_cell_lymphoma,Marginal_zone_lymphoma"
Chlorambucil & Rituximab,CLB-R,"First-line therapy, randomized data","Chronic_lymphocytic_leukemia_(CLLSLL),Mantle_cell_lymphoma,Marginal_zone_lymphoma"
Chlorambucil monotherapy,Chlorambucil monotherapy,"Advanced disease, first-line therapy, randomized data","Follicular_lymphoma,Marginal_zone_lymphoma,Waldenstrom_macroglobulinemia"
Cisplatin & Cetuximab,Cisplatin & Cetuximab,"Recurrent or metastatic disease, first-line therapy",Head_and_neck_cancer
Cisplatin & Dacarbazine,Cisplatin & Dacarbazine,Metastatic or unresectable disease,Melanoma
Cisplatin & Docetaxel,Cisplatin & Docetaxel,All lines of therapy,"Non-small_cell_lung_cancer,Adenocarcinoma_of_unknown_primary,Gastric_cancer,Breast_cancer_triple_negative,Head_and_neck_cancer,Esophageal_cancer"
Cisplatin & Doxorubicin,Cisplatin & Doxorubicin,"Advanced or metastatic disease, all lines of therapy","Endometrial_cancer,Hepatoblastoma,Osteosarcoma,Cutaneous_basal_cell_carcinoma,Cutaneous_squamous_cell_carcinoma"
Cisplatin & Epirubicin,CISEPI,"Relapsed or refractory, salvage therapy",Testicular_cancer
Cisplatin & Epirubicin,CIS-EPI,"Relapsed or refractory, salvage therapy",Testicular_cancer
Cisplatin & Epirubicin,CIS/EPI,"Relapsed or refractory, salvage therapy",Testicular_cancer
Cisplatin & Epirubicin,Cisplatin & Epirubicin,"Relapsed or refractory, salvage therapy",Testicular_cancer
Cisplatin & Etoposide,Cisplatin & Etoposide,Neoadjuvant induction therapy,"Small_cell_lung_cancer,Thymoma,Testicular_cancer,Low-grade_glioma,Non-small_cell_lung_cancer,Esophageal_cancer"
Cisplatin & Fluorouracil,Cisplatin & Fluorouracil,Neoadjuvant induction therapy,"Nasopharyngeal_carcinoma,Gastric_cancer,Head_and_neck_cancer,Esophageal_cancer,Penile_cancer"
Cisplatin & Gemcitabine,Cisplatin & Gemcitabine,All lines of therapy,"Adenocarcinoma_of_unknown_primary,Pancreatic_cancer,Breast_cancer_triple_negative,Ovarian_cancer,Mesothelioma,Bladder_cancer,Cholangiocarcinoma,Cervical_cancer,Non-small_cell_lung_cancer"
Cisplatin & Gemcitabine/Erlotinib,Cisplatin & Gemcitabine/Erlotinib,"Advanced or metastatic disease, EGFR inhibitor-naive",Non-small_cell_lung_cancer_EGFR-mutated
Cisplatin & Ifosfamide,Cisplatin & Ifosfamide,"Persistent, recurrent, or metastatic disease, first-line therapy",Cervical_cancer
Cisplatin & Irinotecan,Cisplatin & Irinotecan,All lines of therapy,"Adenocarcinoma_of_unknown_primary,Small_cell_lung_cancer,Non-small_cell_lung_cancer,Esophageal_cancer,Penile_cancer"
Cisplatin & Mitomycin,Cisplatin & Mitomycin,"Persistent, recurrent, or metastatic disease, first-line therapy",Cervical_cancer
Cisplatin & Paclitaxel,Cisplatin & Paclitaxel,Neoadjuvant chemotherapy,"Non-small_cell_lung_cancer,Endometrial_cancer,Cutaneous_basal_cell_carcinoma,Ovarian_cancer,Cervical_cancer,Head_and_neck_cancer,Esophageal_cancer"
Cisplatin & Pemetrexed,Cisplatin & Pemetrexed,"Advanced or metastatic disease, first-line therapy","Mesothelioma,Non-small_cell_lung_cancer"
Cisplatin & RT,Cisplatin  and  RT,Induction chemoradiotherapy,"Extranodal_NKT-cell_lymphoma_nasal_type,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Bladder_cancer,Cervical_cancer,Head_and_neck_cancer,Vulvar_cancer"
Cisplatin & RT,Cisplatin & RT,Induction chemoradiotherapy,"Extranodal_NKT-cell_lymphoma_nasal_type,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Bladder_cancer,Cervical_cancer,Head_and_neck_cancer,Vulvar_cancer"
Cisplatin & RT,Cisplatin/RT,Induction chemoradiotherapy,"Extranodal_NKT-cell_lymphoma_nasal_type,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Bladder_cancer,Cervical_cancer,Head_and_neck_cancer,Vulvar_cancer"
Cisplatin & RT,Cisplatin and RT,Induction chemoradiotherapy,"Extranodal_NKT-cell_lymphoma_nasal_type,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Bladder_cancer,Cervical_cancer,Head_and_neck_cancer,Vulvar_cancer"
Cisplatin & RT,Cisplatin+RT,Induction chemoradiotherapy,"Extranodal_NKT-cell_lymphoma_nasal_type,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Bladder_cancer,Cervical_cancer,Head_and_neck_cancer,Vulvar_cancer"
Cisplatin & RT,Cisplatin / RT,Induction chemoradiotherapy,"Extranodal_NKT-cell_lymphoma_nasal_type,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Bladder_cancer,Cervical_cancer,Head_and_neck_cancer,Vulvar_cancer"
Cisplatin & RT,Cisplatin + RT,Induction chemoradiotherapy,"Extranodal_NKT-cell_lymphoma_nasal_type,Nasopharyngeal_carcinoma,Non-small_cell_lung_cancer,Bladder_cancer,Cervical_cancer,Head_and_neck_cancer,Vulvar_cancer"
Cisplatin & Raltitrexed,Cisplatin & Raltitrexed,"Advanced or metastatic disease, first-line therapy",Mesothelioma
Cisplatin & S-1,Cisplatin/S-1,"Metastatic or locally advanced disease, first-line",Gastric_cancer
Cisplatin & S-1,Cisplatin + S-1,"Metastatic or locally advanced disease, first-line",Gastric_cancer
Cisplatin & S-1,Cisplatin+S-1,"Metastatic or locally advanced disease, first-line",Gastric_cancer
Cisplatin & S-1,Cisplatin / S-1,"Metastatic or locally advanced disease, first-line",Gastric_cancer
Cisplatin & S-1,Cisplatin  and  S-1,"Metastatic or locally advanced disease, first-line",Gastric_cancer
Cisplatin & S-1,Cisplatin & S-1,"Metastatic or locally advanced disease, first-line",Gastric_cancer
Cisplatin & S-1,Cisplatin and S-1,"Metastatic or locally advanced disease, first-line",Gastric_cancer
Cisplatin & Topotecan,Cisplatin & Topotecan,"Persistent, recurrent, or metastatic disease, first-line therapy",Cervical_cancer
Cisplatin & Vinblastine,Cisplatin & Vinblastine,Adjuvant therapy,Non-small_cell_lung_cancer
Cisplatin & Vindesine,Cisplatin & Vindesine,Adjuvant therapy,Non-small_cell_lung_cancer
Cisplatin & Vinorelbine,Cisplatin & Vinorelbine,"Persistent, recurrent, or metastatic disease, first-line therapy","Cervical_cancer,Non-small_cell_lung_cancer"
Cisplatin monotherapy,Cisplatin monotherapy,All lines of therapy,"Adenocarcinoma_of_unknown_primary,Soft_tissue_sarcoma,Hepatoblastoma,Breast_cancer_triple_negative,Mesothelioma,Bladder_cancer,Cervical_cancer,Head_and_neck_cancer"
"Cisplatin, Cetuximab, RT","Cisplatin, Cetuximab, RT",Adjuvant therapy,Head_and_neck_cancer
"Cisplatin, Dacarbazine, IL-2, IFN alfa-2b +/- Carmustine","Cisplatin, Dacarbazine, IL-2, IFN alfa-2b +/- Carmustine",Metastatic or unresectable disease,Melanoma
"Cisplatin, Dacarbazine, Paclitaxel","Cisplatin, Dacarbazine, Paclitaxel",Metastatic or unresectable disease,Melanoma
"Cisplatin, Docetaxel, RT","Cisplatin, Docetaxel, RT",Neoadjuvant chemoradiotherapy,"Non-small_cell_lung_cancer,Esophageal_cancer"
"Cisplatin, Doxorubicin liposomal, Fluorouracil","Cisplatin, Doxorubicin liposomal, Fluorouracil",Metastatic or locally advanced disease (non-radiation/surgery candidate),Esophageal_cancer
"Cisplatin, Doxorubicin, Paclitaxel","Cisplatin, Doxorubicin, Paclitaxel","Chemotherapy for advanced, recurrent, or metastatic disease",Endometrial_cancer
"Cisplatin, Doxorubicin, Paclitaxel",TAP,"Chemotherapy for advanced, recurrent, or metastatic disease",Endometrial_cancer
"Cisplatin, Epirubicin, Ifosfamide","Cisplatin, Epirubicin, Ifosfamide",Neoadjuvant therapy,Osteosarcoma
"Cisplatin, Etoposide, Bevacizumab","Cisplatin, Etoposide, Bevacizumab","Extensive stage, induction",Small_cell_lung_cancer
"Cisplatin, Etoposide, Irinotecan","Cisplatin, Etoposide, Irinotecan",Relapsed or refractory disease,Small_cell_lung_cancer
"Cisplatin, Etoposide, RT",EP and RT,Definitive therapy for locally advanced disease,"Small_cell_lung_cancer,Non-small_cell_lung_cancer"
"Cisplatin, Etoposide, RT",EP+RT,Definitive therapy for locally advanced disease,"Small_cell_lung_cancer,Non-small_cell_lung_cancer"
"Cisplatin, Etoposide, RT",EP  and  RT,Definitive therapy for locally advanced disease,"Small_cell_lung_cancer,Non-small_cell_lung_cancer"
"Cisplatin, Etoposide, RT",EP + RT,Definitive therapy for locally advanced disease,"Small_cell_lung_cancer,Non-small_cell_lung_cancer"
"Cisplatin, Etoposide, RT",EP / RT,Definitive therapy for locally advanced disease,"Small_cell_lung_cancer,Non-small_cell_lung_cancer"
"Cisplatin, Etoposide, RT",EP & RT,Definitive therapy for locally advanced disease,"Small_cell_lung_cancer,Non-small_cell_lung_cancer"
"Cisplatin, Etoposide, RT","Cisplatin, Etoposide, RT",Definitive therapy for locally advanced disease,"Small_cell_lung_cancer,Non-small_cell_lung_cancer"
"Cisplatin, Etoposide, RT",EPRT,Definitive therapy for locally advanced disease,"Small_cell_lung_cancer,Non-small_cell_lung_cancer"
"Cisplatin, Etoposide, RT",EP/RT,Definitive therapy for locally advanced disease,"Small_cell_lung_cancer,Non-small_cell_lung_cancer"
"Cisplatin, Fluorouracil, Cetuximab",CF/C,Metastatic or locally advanced disease (non-radiation/surgery candidate),"Head_and_neck_cancer,Esophageal_cancer"
"Cisplatin, Fluorouracil, Cetuximab","Cisplatin, Fluorouracil, Cetuximab",Metastatic or locally advanced disease (non-radiation/surgery candidate),"Head_and_neck_cancer,Esophageal_cancer"
"Cisplatin, Fluorouracil, Cetuximab",CFC,Metastatic or locally advanced disease (non-radiation/surgery candidate),"Head_and_neck_cancer,Esophageal_cancer"
"Cisplatin, Fluorouracil, Cetuximab",CF-C,Metastatic or locally advanced disease (non-radiation/surgery candidate),"Head_and_neck_cancer,Esophageal_cancer"
"Cisplatin, Fluorouracil, Hydroxyurea, RT","Cisplatin, Fluorouracil, Hydroxyurea, RT",Definitive chemoradiotherapy for locally advanced disease,Cervical_cancer
"Cisplatin, Fluorouracil, Panitumumab","Cisplatin, Fluorouracil, Panitumumab","Recurrent or metastatic disease, first-line therapy",Head_and_neck_cancer
"Cisplatin, Fluorouracil, RT","Cisplatin, Fluorouracil, RT",Induction chemoradiotherapy,"Cervical_cancer,Head_and_neck_cancer,Esophageal_cancer,Bladder_cancer"
