_id,batch,concept_code,concept_code_system,end,experiencer,inserted_date,job_id,negation,nlpql_feature,owner,phenotype_final,pipeline_id,pipeline_type,report_date,report_id,report_type,section,sentence,solr_id,source,start,subject,temporality,term
5c74307b8625dd0599867f89,1180,,,256,Patient,14:19.2,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_487692,Clinical Trial Inclusion Criteria,UNKNOWN,"- No gastrointestinal disorders likely to interfere with absorption of the study medication - No known hypersensitivity to any of the components of olaparib - No known hypersensitivity to temozolomide (TMZ) or any of its components, or to dacarbazine (DTI",ct_inc_487692,AACT,252,NCT01390571,Recent,DTIC
5c74307c8625dd0599867f8a,1180,,,2014,Patient,14:20.0,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_490878,Clinical Trial Exclusion Criteria,UNKNOWN,"Recently tanned in the area to be treated and/or unable or unlikely to refrain from tanning during the study.- Subject has disease related to photosensitivity, such as porphyria, polymorphic light eruption, solar urticaria, lupus, etc - Subject has a history of herpes outbreak in the area of treatment, unless receiving preventative treatment from physician - Pregnant, planning to become pregnant, hormone fluctuations and/or breast feeding during the experiment.- Subjects with Diabetes (Type I or II) or other systemic or metabolic condition - Subject has an active electrical implant anywhere in the body, such as a pacemaker, an internal defibrillator, insulin pump, incontinence device, etc.- Subject suffers from epilepsy.- Subject has active cancer, or has a history of skin cancer or any other cancer in the area to be treated, including presence of malignant or pre-malignant pigmented lesions.- Subject received radiation therapy or chemotherapy treatments with the past 3 months.- Subject has known anticoagulative or thromboembolic condition or is on any form of anticoagulation treatment.- Subject has a history of immunosuppressant/immune deficiency disorders (including HIV infection or AIDS) or currently using immunosuppressive medications.- Subject has any other condition which in the physician's opinion would make it unsafe for the subject to be treated.- Subject had rotating type tweezer epilator treatment, or waxing within the last 3 months - Subject had electrolysis treatment within the last 6 months over the treatment area.- Subject had any type of professional intense pulsed light (IPL), laser or RF hair removal in the treatment site within the last 6 months.- Participation in a study of another device or drug within 1 month prior to enrollment or during this study.- Subject is taking medication known to induce photosensitivity, including non-steroidal anti-inflammatory agents, tetracyclines, phenothiazines, thiazide diuretics, sulfonylureas, sulfonamides, Dacarbazine (DTIC), fluorouracil, vinblastine, and griseofulvin within 4 weeks of therapy.- Subject has been taking Accutane within 6 months of therapy.- Subject has been on steroid regimen during the last three months.- Subject is on Gold therapy (for arthritis treatment).",ct_exc_490878,AACT,2010,NCT01348789,Historical,DTIC
5c74307c8625dd0599867f8b,1180,,,209,Patient,14:20.6,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_490879,Clinical Trial Exclusion Criteria,UNKNOWN,"Subject is taking medication known to induce photosensitivity, including non-steroidal anti-inflammatory agents, tetracyclines, phenothiazines, thiazide diuretics, sulfonylureas, sulfonamides, Dacarbazine(DTIC), fluorouracil, vinblastine, and griseofulvin within 4 weeks of therapy.",ct_exc_490879,AACT,205,NCT01348776,Recent,DTIC
5c74308c8625dd063e867f8d,1010,,,17,Patient,14:36.6,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_554233,Clinical Trial Exclusion Criteria,UNKNOWN,Prior TMZ or DTIC is only allowed in those patients enrolled into the prior chemotherapy cohort - All patients must have ECOG 0-1.-,ct_exc_554233,AACT,13,NCT00512798,Historical,DTIC
5c74308c8625dd063e867f8e,1010,,,17,Patient,14:36.6,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_554233,Clinical Trial Exclusion Criteria,UNKNOWN,Prior TMZ or DTIC is only allowed in those patients enrolled into the prior chemotherapy cohort - Patients must be 18 years of age or above and competent to sign an institutionally IRB approved informed consent.,ct_exc_554233,AACT,13,NCT00512798,Historical,DTIC
5c7430948625dd06be867f85,700,,,134,Patient,14:44.5,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_569347,Clinical Trial Exclusion Criteria,UNKNOWN,Exclusion Criteria: - refusal of the patients to take part in the study - previous radiotherapy of the brain or chemotherapy with DTIC or TMZ - known allergy against extrinsical proteins - previous chemotherapy or therapy with an EGFR-inhibitor - Previous antibody therapy - Patients who have not yet recovered from acute toxicities of prior therapies - Acute infections requiring systemic application of antibiotics - Frequent vomiting or a medical condition preventing the oral application of TMZ - Clinically active,ct_exc_569347,AACT,130,NCT00311857,Historical,DTIC
5c7430948625dd06be867f86,700,,,358,Patient,14:44.6,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_538930,Clinical Trial Exclusion Criteria,UNKNOWN,"Exclusion Criteria: - Any evidence of renal dysfunction (proteinuria, estimated creatinine clearance from serum creatinine test of <60 ml/min).- Impaired hepatic function (liver enzymes greater than twice the upper limit of normal or bilirubin > 2.0 except in patients with Gilbert's syndrome).- Prior treatment with alkylating agents (including TMZ and DTIC).- Active brain metastases (metastatic lesions to the brain that have been adequately treated with surgery and/or appropriate radiation therapy and that have documented stability for >4 weeks remain eligible).- Active infections or serious general medical conditions.- Female patients of child-bearing age who are not on adequate contraception, or are pregnant or breast-feeding.",ct_exc_538930,AACT,354,NCT00715793,Historical,DTIC
5c7430948625dd06be867f87,700,,,173,Patient,14:44.7,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_532179,Clinical Trial Exclusion Criteria,UNKNOWN,"2 x Upper Limit of Normal (ULN).- Ocular malignant melanoma.- History of central nervous system metastases or leptomeningeal disease.- Prior treatment with Dacarbazine (DTIC) or Temozolomide (TMZ).- Prior DNA damaging agents or cytotoxic chemotherapy.- Prior Whole Brain Radiation Therapy (with exceptions).- Received an investigational agent within 28 days of study.- History of seizure disorder and/or taking medication for seizure disorder.- Active malignancy within the past 5 years, except cervical cancer in situ, in situ carcinoma of the bladder or non-melanoma carcinoma of the skin.- Medical condition that would cause a high risk for toxicities.",ct_exc_532179,AACT,169,NCT00804908,Historical,DTIC
5c7430948625dd06be867f88,700,,,139,Patient,14:44.8,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_585209,Clinical Trial Exclusion Criteria,UNKNOWN,"Exclusion Criteria: - Prior treatment with M200 or a5b1 inhibitors and murine or chimeric monoclonal antibodies.- Prior treatment with DTIC, temozolomide, or other chemotherapeutic regimens.- Known sensitivity to murine proteins or chimeric antibodies or other components of the product.- Use of any investigational drug within 4 weeks prior to screening or 5 half-lives of the prior investigational drug (whichever is longer).- Systemic biologic, immunotherapy, and/or radiation therapy within 4 weeks of the first dose of M200.- Documented central nervous system (CNS) tumor or CNS metastasis.- History of thromboembolic events and bleeding disorders within the past year.- Medical conditions that may be exacerbated by bleeding.",ct_exc_585209,AACT,135,NCT00099970,Historical,DTIC
5c7430958625dd069d867f88,880,,,642,Patient,14:45.2,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_471306,Clinical Trial Exclusion Criteria,LABORATORY_AND_RADIOLOGY_DATA,"Subjects with melanoma of intraocular origin Leptomeningeal metastasis or brain metastasis except as for inclusion criteria number 8 Subjects taking medications which are either strong CYP inhibitors or inducers Subjects with active malignancies except for wt BRAF Stage IV and unresectable Stage III melanoma, basal or squamous cell carcinoma of the skin, carcinoma in situ of the cervix, adequately treated Stage I or II cancer from which the subject is currently in complete remission, or any other cancer from which the subject has been disease-free for 5 years Prior treatment with a PARP inhibitor Prior treatment with dacarbazine (DTIC) or TMZ containing regimens Subjects with known allergy, hypersensitivity, or other contraindication to E7016, TMZ, or DTIC or any of the other components of the formulations Subjects with known human immunodeficiency virus infection (HIV), active hepatitis B or C Subjects with active infections requiring specific anti-infective therapy Subjects who have had a major surgical procedure (including tumor resection) within 4 weeks prior to initiating E7016 treatment Subjects scheduled for surgery during the projected course of the study Chemotherapy, radiation therapy, or immunotherapy within 4 weeks prior to initiating E7016 treatment (6 weeks for mitomycin C or nitrosoureas) or any investigational agent within 30 days prior to the first dose of study drug or who have not recovered (Grade 0 or 1) from any acute toxicity related to previous anticancer treatment Prolongation of QT corrected, the QT interval corrected for heart rate (QTc) interval (greater than 480 ms) Significant cardiovascular impairment: history of congestive heart failure greater than New York Heart Association (NYHA)",ct_exc_471306,AACT,638,NCT01605162,Historical,DTIC
5c7430a28625dd072c867f84,1270,,,657,Patient,14:58.1,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_454543,Clinical Trial Inclusion Criteria,UNKNOWN,"Patient must have histologically or pathologically confirmed locally unresectable or metastatic low or intermediate grade pancreatic neuroendocrine tumor, excluding small cell carcinoma - Patient must have measurable disease by Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 criteria; baseline measurements and evaluations of all sites of disease must be obtained =< 4 weeks prior to randomization and must be acquired by multiphasic CT or contrast magnetic resonance imaging (MRI) - Date of last documented disease progression must be =< 12 months from date of randomization - Patient must not have received prior temozolomide, dacarbazine (DTIC), or capecitabine, or 5-FU (fluorouracil) therapy - Prior everolimus",ct_inc_454543,AACT,653,NCT01824875,Historical,DTIC
5c7430a28625dd071a867f8b,1060,,,572,Patient,14:58.7,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_415088,Clinical Trial Exclusion Criteria,UNKNOWN,"Any condition that prevents compliance with the protocol or adherence to therapy.- Active, uncontrolled bacterial, viral, or fungal infections, requiring systemic therapy.- Treated with antibiotics for infection within one week prior to study entry.- Fever (> 38.1C) - Have diastolic blood pressure of > 90 mm Hg resting at baseline despite medication.- Serious nonmalignant disease - Enrollment in a concomitant clinical study - Have a history of hypersensitivity reaction to any of the components of Temozolomide - Have a history of hypersensitivity to dacarbazine (DTIC)",ct_exc_415088,AACT,568,NCT02340156,Historical,DTIC
5c7430a28625dd071a867f8c,1060,,,43,Patient,14:58.8,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_432498,Clinical Trial Exclusion Criteria,UNKNOWN,Known hypersensitivity to dacarbazine (DTIC).,ct_exc_432498,AACT,39,NCT02113007,Recent,DTIC
5c7430a28625dd072c867f85,1270,,,232,Patient,14:58.8,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_534900,Clinical Trial Exclusion Criteria,UNKNOWN,"Exclusion Criteria: - Prior CT-322 therapy or prior therapy with another VEGF-modulating agent (marketed or investigational) for malignant glioma - History of hypersensitivity to TMZ or any of its excipients, or to Dacarbazine (DTIC) -",ct_exc_534900,AACT,228,NCT00768911,Historical,DTIC
5c7430a28625dd071a867f8d,1060,,,67,Patient,14:59.0,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_363872,Clinical Trial Exclusion Criteria,HISTORY_PRESENT_ILLNESS,"Known hypersensitivity reactions to Temozolomide, dacarbazine (DTIC), hydroxychloroquine, 4-aminoquinoline, rapamune, sirolimus, rapamycin, or their analogs.",ct_exc_363872,AACT,63,NCT03008148,Recent,DTIC
5c7430a38625dd071a867f8e,1060,,,41,Patient,14:59.1,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_561816,Clinical Trial Exclusion Criteria,MEDICATIONS,"cisplatin, vinblastine, Dacarbazine (DTIC), interferon and interleukin-2 -",ct_exc_561816,AACT,37,NCT00412425,Recent,DTIC
5c7430a38625dd071a867f8f,1060,,,231,Patient,14:59.2,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_513249,Clinical Trial Exclusion Criteria,UNKNOWN,female.- Anti-tumor therapy within 4 weeks of the administration of study treatment.- Previous in vivo exposure to monoclonal antibodies for biological therapy in the 6 weeks before administration of study treatment.- Previous DTIC treatment in the last 6 months prior to study entry - Growth factors or immunomodulatory agents within 7 days of the administration of study treatment.- Patient requires or is taking corticosteroids or other immunosuppressant drugs on a long-term basis.,ct_exc_513249,AACT,227,NCT01055522,Historical,DTIC
5c7430a58625dd074d867f84,990,,,205,Patient,15:01.4,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_448945,Clinical Trial Inclusion Criteria,UNKNOWN,"Metastatic melanoma AJCC stage IV, completely resected. Non-resectable metastatic melanoma of low burden disease and normal LDH who have undergone at least two treatment lines, including chemotherapy (DTIC, temodal, taxanes, platinum compounds), anti-CTLA-4 (ipilimumab) and B-RAF inhibitor if harboring the V600E BRAF mutation in their tumor.",ct_inc_448945,AACT,201,NCT01898039,Recent,DTIC
5c7430a58625dd074d867f85,990,,,853,Patient,15:01.9,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_526368,Clinical Trial Exclusion Criteria,UNKNOWN,"Because there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother with these agents, breastfeeding should be discontinued if the mother is treated.- HIV-positive patients are ineligible because these patients are at increased risk of lethal infections when treated with marrow-suppressive therapy and the potential pharmacokinetic interaction between antiretroviral therapy and the investigational agents.- All herbal and/or alternative medications should be discontinued while on study, these include but are not limited to: Hydrastis canadensis (goldenseal), Uncaria tomentosa (cat's claw) or Echinacea angustifolia.- Requirement for treatment with immunosuppressive agents or chronic steroids.- A history of a hypersensitivity reaction to any of temozolomide's components or to Dacarbazine(DTIC).",ct_exc_526368,AACT,849,NCT00881595,Historical,DTIC
5c7430a68625dd074d867f86,990,,,43,Patient,15:02.0,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_516727,Clinical Trial Inclusion Criteria,UNKNOWN,Patients who had no prior therapy with DTIC.,ct_inc_516727,AACT,39,NCT01009177,Historical,DTIC
5c7430a68625dd074d867f87,990,,,445,Patient,15:02.2,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_516727,Clinical Trial Exclusion Criteria,UNKNOWN,CNS metastases or carcinomatous meningitis Ocular melanoma Known hypersensitivity to any excipients of Tracleer Prior therapy with bosentan Use of therapy with another investigational drug within 4 weeks of the start of dosing with bosentan or plan to receive such treatment during the study Known drug or alcohol dependence or any other factor that will interfere with the conduct of the study Any standard contraindications for the use of DTIC as per Australian package insert,ct_exc_516727,AACT,441,NCT01009177,Historical,DTIC
5c7430a68625dd074d867f88,990,,,93,Patient,15:02.3,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_523760,Clinical Trial Exclusion Criteria,UNKNOWN,History of hypersensitivity reaction to Temozolomide or a history of hypersensitivity to DTIC.,ct_exc_523760,AACT,89,NCT00916409,Historical,DTIC
5c7430a68625dd074d867f89,990,,,200,Patient,15:02.6,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_492412,Clinical Trial Inclusion Criteria,UNKNOWN,"Inclusion Criteria: - Histologic/cytologic proof of stage IV malignant melanoma not amenable to surgery - Any number of previous chemotherapy regimens (except those containing TMZ or dacarbazine [DTIC]) in the metastatic setting are allowed as long as >= 4 weeks have elapsed from last treatment - Measurable disease defined as at least one lesion whose longest diameter can be accurately measured as >= 1.0 cm with spiral CT scan, or 2 cm with computed tomography (CT) component of a positron emission tomography (PET)/CT;",ct_inc_492412,AACT,196,NCT01328535,Recent,DTIC
5c7430a68625dd074d867f8a,990,,,835,Patient,15:02.8,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_492412,Clinical Trial Exclusion Criteria,UNKNOWN,"Pregnant or breast feeding women, or women of child-bearing potential (and/or their partners) who are unwilling to utilize an approved method of birth control during the study and for 1 month afterward - History of other malignancy < 5 years with the exception of basal cell or squamous cell carcinoma of the skin treated with local resection only, limited stage prostate cancer treated with surgery or radiation therapy with currently undetectable prostate-specific antigen (PSA), or carcinoma in situ of the cervix - Known standard therapy for the patient's disease that is potentially curative or proven capable of extending life expectancy - Known immunosuppression (i.e.chronic steroid use) or autoimmune disorder - Human immunodeficiency virus (HIV) positive - Current or known history of hepatitis - Previous treatment with DTIC or TMZ - Previous immunotherapy treatment for metastatic disease in the preceding 2 months;",ct_exc_492412,AACT,831,NCT01328535,Recent,DTIC
5c7430a78625dd074d867f8b,990,,,21,Patient,15:03.0,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_571880,Clinical Trial Inclusion Criteria,ONCOLOGY_FAMILY_HISTORY,#NAME?,ct_inc_571880,AACT,17,NCT00278018,Recent,DTIC
5c7430a78625dd074d867f8c,990,,,113,Patient,15:03.2,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_571804,Clinical Trial Inclusion Criteria,UNKNOWN,"All patients will be HLA-A2 positive - Patient must have received accepted standard treatmnet for melanoma - DTIC -containing protocol ,unless unwilling.- Patients who failed previous treatment with IL-2 will be included on a compassionate basis in the IL-2 plus vaccination scheme without being included in the analysis.2.",ct_inc_571804,AACT,109,NCT00279058,Recent,DTIC
5c7430a78625dd074d867f8d,990,,,471,Patient,15:03.3,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_572295,Clinical Trial Exclusion Criteria,UNKNOWN,"Women of childbearing potential must have a negative serum or urine pregnancy test within 72 hours prior to administration of each cycle of the study drug regimen.- Subjects of childbearing potential who are not willing or able to use an effective method of contraception, consisting of at least one-barrier method (e.g., condom and diaphragm), for the duration of the study and for at least 3 months after completing the treatment.- Subjects previously treated with DTIC or TMZ - Symptomatic central nervous metastases - Concurrent severe and/or uncontrolled medical disease that could compromise participation in the study.-",ct_exc_572295,AACT,467,NCT00272415,Historical,DTIC
5c7430ac8625dd0779867f8b,520,,,209,Patient,15:08.9,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_588765,Clinical Trial Exclusion Criteria,UNKNOWN,Exclusion Criteria: - Prior treatment with anti-neoplastic biologic or chemotherapy for recurrent or metastatic disease (except one course of adjuvant immunotherapy and/or adjuvant chemotherapy other than DTIC).- Suspected or known CNS metastases.,ct_exc_588765,AACT,205,NCT00070642,Historical,DTIC
5c7430af8625dd07b0867f84,840,,,305,Patient,15:11.1,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_313522,Clinical Trial Exclusion Criteria,UNKNOWN,"Planned use of tumor-treating electric fields - Planned use of Carmustine implants - Prior malignancy in the last 5 years before inclusion or concomitant - Severe myelosuppression - Known hypersensitivity to any of the study drugs, study drug classes, excipients in the formulation or to dacarbazine (DTIC) -",ct_exc_313522,AACT,301,NCT03663725,Historical,DTIC
5c7430af8625dd07b0867f85,840,,,30,Patient,15:11.6,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_595229,Clinical Trial Inclusion Criteria,LABORATORY_DATA,2.- No prior therapy with DTIC or thalidomide - No other history of malignancy other than curatively resected basal cell carcinoma of the skin or carcinoma in situ of the cervix.-,ct_inc_595229,AACT,26,NCT00006200,Historical,DTIC
5c7430b08625dd07b0867f86,840,,,38,Patient,15:12.1,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_463694,Clinical Trial Exclusion Criteria,UNKNOWN,Exclusion Criteria: - No previous DTIC -,ct_exc_463694,AACT,34,NCT01705392,Recent,DTIC
5c7430b08625dd07b0867f87,840,,,121,Patient,15:12.3,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_546856,Clinical Trial Exclusion Criteria,UNKNOWN,History of allergic reactions attributed to compounds of similar chemical or biologic composition to temozolomide or DTIC History of gastrointestinal disease or significant bowel resection that could interfere with drug absorption.,ct_exc_546856,AACT,117,NCT00611247,Historical,DTIC
5c7430b08625dd07c6867f87,490,,,140,Patient,15:12.6,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_561810,Clinical Trial Exclusion Criteria,UNKNOWN,"Exclusion Criteria: - Hypersensibility to Topotecan and/or Temozolomide or to one of their compounds - Hypersensibility to Dacarbazine (DTIC) - Galactosaemia, Glucose and galactose malabsorption syndrom, deficiency in lactase",ct_exc_561810,AACT,136,NCT00412503,Recent,DTIC
5c7430b18625dd07bb867f85,1330,,,44,Patient,15:13.0,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_470311,Clinical Trial Inclusion Criteria,UNKNOWN,No previous treatment with dacarbazine (DTIC) or TMZ containing regimens For the Phase 2 Cohort 4 (mTNBC) only: Histologically confirmed metastatic triple-negative breast cancer.,ct_inc_470311,AACT,40,NCT01618136,Recent,DTIC
5c7430b38625dd07dc867f84,630,,,270,Patient,15:15.5,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_584401,Clinical Trial Inclusion Criteria,UNKNOWN,Inclusion Criteria: - Subjects who have a life expectancy of at least 12 weeks - Subjects with histologically or cytologically confirmed unresectable (Stage III) or metastatic (Stage IV) melanoma - Subjects must have progressed after receiving at least one cycle of DTIC or TMZ containing regimen - Subjects who have an ECOG PS of 0 or 1 - Measurable disease defined as at least one lesion that can be accurately and serially measured per the modified RECIST criteria,ct_inc_584401,AACT,266,NCT00111007,Recent,DTIC
5c7430b58625dd07e7867f8c,770,,,56,Patient,15:17.8,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_553196,Clinical Trial Exclusion Criteria,UNKNOWN,"Prior therapy with regimens containing dacarbazine (DTIC) or TMZ is not permitted.- Anti-cancer therapy is not permitted during the treatment portion of the study.- Hormone therapy, bisphosphonates or LHRH-agonists for prostate cancer are permitted prior to and during the study.- Significant adverse event or toxicity due to previous anti-cancer treatment that has not recovered to within one grade level (not to exceed Grade 2) of baseline.",ct_exc_553196,AACT,52,NCT00526617,Historical,DTIC
5c7430b58625dd07e7867f8d,770,,,162,Patient,15:17.8,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_553196,Clinical Trial Exclusion Criteria,UNKNOWN,"- MM Only: Prior treatment with DNA damaging agents or cytotoxic chemotherapy including carboplatin, cisplatin, fotemustine, paclitaxel, vincristine, TMZ and DTIC.- Prior therapy with biologic agents (including IL-2, interferon, bevacizumab, vaccines and ",ct_exc_553196,AACT,158,NCT00526617,Historical,DTIC
5c7430b98625dd0834867f84,980,,,259,Patient,15:21.9,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_437769,Clinical Trial Exclusion Criteria,UNKNOWN,"480 msec.- Inability to swallow capsules.- Known hypersensitivity to any of the components of niraparib or prior hypersensitivity reactions to that class of drugs.- Known hypersensitivity reaction to temozolomide or any of its components, or dacarbazine (DTIC) if enrolled on ARM 1 or irinotecan or any of its components if enrolled on ARM 2 - Concomitant use of any other investigational or anticancer agent(s).-",ct_exc_437769,AACT,255,NCT02044120,Hypothetical,DTIC
5c7430ba8625dd0834867f85,980,,,147,Patient,15:22.2,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_337391,Clinical Trial Inclusion Criteria,UNKNOWN,No curative option available - Progressive disease within 9 months after prior first line chemotherapy (platinum based chemotherapy or STZ/TEM/DTIC based chemotherapy in NET G3),ct_inc_337391,AACT,143,NCT03352934,Historical,DTIC
5c7430ba8625dd0834867f86,980,,,54,Patient,15:22.3,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_346648,Clinical Trial Exclusion Criteria,UNKNOWN,Past hypersensitivity reaction to temozolomide or DTIC.,ct_exc_346648,AACT,50,NCT03232424,Recent,DTIC
5c7430ba8625dd0834867f87,980,,,81,Patient,15:22.4,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_348138,Clinical Trial Exclusion Criteria,UNKNOWN,"Patients previously treated with continuous infusion 5-FU or any schedule of DTIC, which are similar to capecitabine and temozolomide, respectively, will be excluded.",ct_exc_348138,AACT,77,NCT03213002,Recent,DTIC
5c7430ba8625dd0834867f88,980,,,449,Patient,15:22.6,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_343279,Clinical Trial Exclusion Criteria,UNKNOWN,"Subject is currently being treated with Optune.- Subject is currently being treated with other investigational agents.- Subject has not sufficiently recovered from prior surgery in the opinion of the investigator.- Subject has significant co-morbidities at baseline which would prevent radiotherapy and/or temozolomide treatment.- Subject has history of hypersensitivity reaction to temozolomide or a history of hypersensitivity to dacarbazine (DTIC).- Subject has a clinically significant electrolyte abnormality.- Subject has an active implantable (e.g., neurostimulator, pacemaker) or other electromagnetic device that is incompatible with MRI.Subjects",ct_exc_343279,AACT,445,NCT03276286,Historical,DTIC
5c7430ba8625dd0834867f89,980,,,67,Patient,15:22.7,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_352909,Clinical Trial Exclusion Criteria,UNKNOWN,Known hypersensitivity to any component of TMZ or decarbazine (DTIC).[Subjects in Arms B and C only.],ct_exc_352909,AACT,63,NCT03150862,Recent,DTIC
5c7430ba8625dd0834867f8a,980,,,322,Patient,15:22.9,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_563148,Clinical Trial Exclusion Criteria,UNKNOWN,less than the institutional lower limit of normal.- Prior investigational therapy within the past 28 days.- Prior AQ4N therapy.- Hypersensitivity to AQ4N or to any ingredients contained in the drug formulation.- Hypersensitivity to temozolomide or to any ingredients contained in the drug formulation and dacarbazine (DTIC).- Pregnant or lactating women.,ct_exc_563148,AACT,318,NCT00394628,Historical,DTIC
5c7430bb8625dd0834867f8b,980,,,44,Patient,15:23.1,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_512418,Clinical Trial Inclusion Criteria,UNKNOWN,Having failed first line treatment with DTIC based chemotherapy Full recovery from all prior therapies.,ct_inc_512418,AACT,40,NCT01066390,Historical,DTIC
5c7430bb8625dd0834867f8c,980,,,4,Patient,15:23.4,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_513249,Clinical Trial Inclusion Criteria,UNKNOWN,DTIC:,ct_inc_513249,AACT,0,NCT01055522,Recent,DTIC
