subject,report_id,report_date,report_type,id,source,report_text
NCT00825812,ct_inc_530595,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530595,AACT,"
 Inclusion Criteria:
 -Subjects who are willing to provide informed consent; be between 18 and 64 years old; are
 American Society of Anaesthesiology (ASA) class 1-3 (extremes included); scheduled for elective surgery under general anesthesia, allowing stable neuromuscular monitoring, which requires neuromuscular blockade using rocuronium; be compliant with the dose/visit schedules, and use an accepted method of contraception (if applicable).
 For China only: Subjects of Chinese descent born in China, never emigrated out of China and have a Chinese home address. For Europe only: Subjects of Caucasian descent born in Europe, never emigrated out of Europe and have a European home address.
 "
NCT00825799,ct_inc_530596,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530596,AACT,"
 Inclusion Criteria (Depressed):
 -  Aged 18 to 60.
 -  Meets DSM-IV criteria for Unipolar Major Depression, either single or recurrent.
 -  21 item Hamilton Depression rating scale score greater than 18.
 -  Capable of providing informed consent.
 -  Has an established residence and phone number.
 "
NCT00825786,ct_inc_530597,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530597,AACT,"
 Inclusion Criteria:
 -  Patients undergoing upper extremity procedures suitable for supraclavicular anesthesia, including but not limited to oHand surgery oForearm surgery oElbow surgery
 -  Age between 18 and 70 years
 "
NCT00825773,ct_inc_530598,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530598,AACT,"
 Inclusion Criteria: 1. Patient > 18 years of age. 2. Diagnosis of stable angina, unstable angina or silent ischemia (evidence of myocardial ischemia). 3. Positive functional study or reversible change in the electrocardiogram (ECG) consistent with ischemia. 4. Patient must be an acceptable candidate for coronary artery bypass graft (CABG) surgery. 5. Patient must agree to undergo all required follow-up exam- inations.
 Angiographic Inclusion Criteria: 1. Presence of one or more de novo coronary artery stenosis > 50% in native coronary arteries that corresponds with the evidence of ischemia. NOTE: In the presence of multiple de novo coronary lesions a maximum of four (4) planned Excel or Cypher stents may be used. 2. The target lesion(s) must be < 24mm in length and the reference diameter is > 2.5 mm and < 3.75 mm (visual estimate).
 "
NCT00825760,ct_inc_530599,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530599,AACT,"
 Inclusion Criteria:
 -  Subjects will be males or females of non-childbearing status over 18 years of age.
 -  Subjects will have a chronic leg ulcer with an ABPI  0.6 (measured at screening).
 -  Subjects will have an ulcer that has been present for at least 3 months and not more than 3 years.
 -  Subjects will have an ulcer with an area of 2 - 100cm2 and a maximum linear dimension of 10cm.
 -  Subjects will have an ulcer with a total bacterial load of  104 CFU / cm2, determined within 2 weeks before the first treatment.
 -  Subjects will have voluntarily signed and dated a subject Informed Consent Form (ICF).
 -  Subjects will be, in the opinion of the Investigator, able to understand the study, co-operate with the study procedures and be willing to return to the clinic for all the required follow-up visits.
 -  Subjects should be of appropriate health to participate in the study, as determined by the Investigator. This will be determined by a medical history, physical examination, 12-lead ECG and clinical laboratory evaluations.
 "
NCT00825721,ct_inc_530602,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530602,AACT,"
 Inclusion Criteria:
 -  Presence of nuclear sclerosis cataract
 -  BCDVA within the range of 20/40 and 20/80
 "
NCT00825656,ct_inc_530607,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530607,AACT,"
 Inclusion Criteria:
 -  Willing to participate as indicated by providing written informed consent
 -  12 years of age or older, of any gender and any race
 -  Have had a positive skin prick and/or intradermal test for a currently prevalent allergen within the past 5 years
 -  A history of allergic rhinitis, for at least 2 years
 -  Have undergone washout of all medications that could have an influence on the study
 -  Willing and able to make required study visits
 -  Able to follow instructions and record diary symptoms.
 -  Free of significant anatomic abnormalities, infection, bleeding, and mucosal ulcerations on nasal examination
 -  Have a TNSS between 4 and 12 averaged over the 7 days immediately prior to V2
 -  Have an average individual score for nasal congestion greater than or equal to 2 over the 7 days immediately prior to V2.
 "
NCT00825643,ct_inc_530608,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530608,AACT,"
 Inclusion Criteria:
 -  After the participating physician's decision has been made to initiate once-daily
 Levemir therapy, any patient with Type 2 diabetes who is currently treated with diet, exercise and one or more OADs can be offered to participate
 "
NCT00825630,ct_inc_530609,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530609,AACT,"
 Inclusion Criteria:
 -  Adults with H.pylori infection.
 "
NCT00825617,ct_inc_530610,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530610,AACT,"
 Inclusion Criteria:
 -  Turner syndrome by karyotype
 "
NCT00825604,ct_inc_530611,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530611,AACT,"
 Inclusion Criteria:
 -  Stable coronary artery disease
 -  Angina pectoris with at least angina class 2 according to Canadian Cardiovascular
 Society (CCS)
 -  Angiographic verified stenos in a native vessel
 -  Accepted for PCI
 "
NCT00825591,ct_inc_530612,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530612,AACT,"
 Inclusion Criteria:
 -  Confirmed diagnosis of ONH (Diagnosis will be confirmed by ocular fundus photography.Disc-macula distance 0.35 or below. In eyes without ONH, the DD/DM ratio is greater than 0.3581.)
 -  Ages 2-10 years
 -  Ability to ambulate independently
 -  Under care of endocrinologist if on pituitary hormone replacement therapy.
 "
NCT00825578,ct_inc_530613,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530613,AACT,"
 Inclusion Criteria:
 -  Age 18-80 years
 -  Ex-smoker with smoking cessation confirmed by exhaled carbon monoxide (CO) levels
 -  Moderate to severe airflow obstruction FEV1 <50% Predicted
 -  Severe dyspnoea - mMRC 2
 -  Hyperinflation - total lung capacity (TLC) 100% predicted, RV 150% predicted
 -  SWT 75m
 -  Optimum COPD treatment for at least 6 weeks
 -  No COPD exacerbation for at least 6 weeks
 -  Less than 4 admissions for exacerbation in the preceding 12 months
 "
NCT00825565,ct_inc_530614,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530614,AACT,"
 Inclusion Criteria:
 -  history of epidermolysis bullosa
 "
NCT00825552,ct_inc_530615,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530615,AACT,"
 Inclusion Criteria:
 -  Diagnose of Severe Mood Dysregulation
 -  7-17 years
 -  IQ > 70
 "
NCT00825539,ct_inc_530616,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530616,AACT,"
 Inclusion Criteria: 1. Diagnosis of schizophrenia according to the Diagnostic and Statistical Manual of
 Mental Disorders IV (DSM IV/DSM IV TR) 2. Subjects will be currently treated with the stable regimen of one or more of the following second generation antipsychotics: olanzapine, risperidone, paliperidone, quetiapine, ziprasidone, aripiprazole. 3. Subjects will meet the following symptom criteria:
 -  Brief Psychiatric Rating Scale (BPRS) Hallucinatory Behavior or Unusual Thought
 Content item scores less than or equal to 5
 -  BPRS Conceptual Disorganization item score less than or equal to 4
 -  Simpson-Angus Scale (SAS) total score less than or equal to 6
 -  Calgary Depression Scale (CDS) total score less than or equal to 10 4. Subjects will meet the following cognitive performance criteria:
 -  Maximum performance level: Performance below 1.0 SD from perfect performance on the Hopkins Verbal Learning Test (HVLT) total (31 or less),
 -  Minimum performance level: subject must be able to validly complete the fMRI cognitive paradigms
 -  WTAR: 5th grade reading level assessment 5. Subjects must be symptomatically stable and not suffer from an acute exacerbation of their psychosis 6. Female subjects of childbearing potential must be using two acceptable methods of contraception, (e.g., intra-uterine device plus condom, spermicidal gel plus condom, diaphragm plus condom, etc.), from the time of screening and for the duration of the study, through study completion. Pregnancy tests are required of all female subjects regardless of reported sterilization.
 When performed at screening and practice visit, the result of this test must be received before the subject may be dosed. 7. Male subjects must be using two acceptable methods of contraception, (e.g., spermicidal gel plus condom) for the entire duration of the studyuntil the Study
 Completion visit. 8. Subject must have sufficiently stable overall health, as determined by the
 Investigator. The regular intake of concomitant drugs will be allowed, if the patient is on stable treatment for at least 3 months prior to study enrollment and the concomitant drug does not belong to the list of medication that are not allowed according to Appendix 3. If the patient takes more than one concomitant medication, it is at the Investigator's discretion to decide about the patient's eligibility, depending on the nature of the concomitant medications and the patient's overall health.
 "
NCT00825110,ct_inc_530648,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530648,AACT,"
 Inclusion Criteria:
 -  adults who have a terminal illness
 -  18 and over
 -  confirmed diagnosis of colorectal carcinoma
 -  ability to give informed consent
 -  paraffin embedded histological material available for analysis
 "
NCT00825526,ct_inc_530617,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530617,AACT,"
 Inclusion Criteria: 1. Age 20 to 75 years 2. Hypertension by ABPM at baseline (daytime > 135/85 mmHg or 24-hour ABPM > 130/80 mmHg)
 "
NCT00825513,ct_inc_530618,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530618,AACT,"
 Inclusion Criteria:
 -  Subjects must be willing and able to provide written consent on the EC approved
 Informed Consent form.
 -  Subjects must require a lens power from 15 to 30 diopters.
 "
NCT00825500,ct_inc_530619,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530619,AACT,"
 Inclusion Criteria
 -  Male or female between the ages of 18 to 65 years, inclusive
 -  History of migraine headache with or without aura (according to IHS Criteria 1.1 or 1.2 for diagnosis beginning at least 6 months prior to study entry) (International
 Headache Society Clinical Trials Subcommittee, 2000)
 -  At least 3 migraine attacks in the last 3 month period (but not more than 8 migraine attacks in the last month)
 -  Pain rating of moderate or severe (on a none-mild- moderate-severe scale) prior to dosing
 -  Agreed not to use the study drug within 72 hours of a prior migraine attack
 -  Agreed not to use any acute migraine or pain medication within 48 hours prior to dosing (including over-the-counter [OTC] products); medications for migraine prophylaxis other than those that were exclusionary were permitted if stable doses had been given for at least 30 days prior to screening
 -  Agreed not to use medications (including OTC products) for motion sickness, tinnitus, or vertigo within 48 hours prior to dosing.
 -  Were able to speak, read, and understand English and were willing and able to provide written informed consent on an IRB-approved form prior to the initiation of any study procedures
 -  Were willing and able to comply with the study schedule and requirements, and agreed to return to the clinic within 5 working days of use of the study drug
 -  In good general health prior to study participation as determined by a detailed medical history, physical examination, 12-lead electrocardiogram (ECG), blood chemistry profile, hematology, urinalysis, and in the opinion of the investigator
 -  Female participants (if of child-bearing potential and sexually active) and male participants (if sexually active with a partner of child-bearing potential) who agreed to use a medically acceptable and effective birth control method throughout the study and for 1 week following the end of the study. Medically acceptable methods of contraception that could be used by the participant and/or his/her partner included abstinence, birth control pills or patches, diaphragm with spermicide, intrauterine device (IUD), condom with foam or spermicide, vaginal spermicidal suppository, surgical sterilization, and progestin implant or injection. Prohibited methods included the rhythm method, withdrawal, condoms alone, or diaphragm alone.
 "
NCT00825487,ct_inc_530620,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530620,AACT,"
 Inclusion Criteria:
 -  Signed written informed consent must be obtained and documented according to
 International Conference on Harmonisation (ICH)- Good Clinical Practice (GCP), the local regulatory requirements, and permission to use private health information in accordance with the Health Insurance Portability and Accountability Act (HIPPA) prior to study-specific screening procedures
 -  A histologically or cytologically confirmed metastatic solid tumor or refractory/relapsed hematologic malignancy
 -  Have a life expectancy of at least 12 weeks
 -  18 years of age
 -  Measurable disease as defined by:
 -  Solid Tumors: Response Evaluation Criteria in Solid Tumors
 -  Multiple Myeloma (MM): International Uniform Response Criteria, at least one of the following:
 -  Monoclonal protein in the plasma of 0.5 g/dL
 -  Monoclonal protein in the urine of 0.2 g/24 hr urine collection
 -  Serum immunoglobulin free light chain (FLC) 100 mg/L (10 mg/dL) and abnormal serum immunoglobulin kappa to lambda FLC ratio
 -  Malignant Lymphoma (ML): International Working Group Response Criteria
 -  At least one site of disease 2 cm in longest diameter (a lesion 1 cm can be considered if PET positive)
 -  Chronic Lymphocytic Leukemia (CLL): NCI Working Group Guidelines
 -  Lymphocytosis (5 x 10^9 /L) with B-cell marker (CD19, CD20,CD23) + CD5
 -  High-risk characteristics (hemoglobin <10g/dL OR platelets <100 x 10^9 /L)
 -  Acute Myelogenous Leukemia (AML) or Acute Lymphoblastic Leukemia (ALL): only patients with bone marrow or peripheral blast count of 20%
 -  Acute Promyelocytic Leukemia (APML): patients must be refractory to all-trans retinoic acid (ATRA) and arsenic trioxide
 -  Chronic Myelogenous Leukemia (CML): patients in blast crisis (bone marrow or peripheral blast count 20%) may be included if refractory to prior therapy and to any therapy the investigators deems of higher priority (for example, BCR-ABL inhibitors such as imatinib mesylate [Gleevec], nilotinib [Tasigna], or dasatinib
 [Sprycel])
 -  ECOG performance status 2
 -  Male or female patients of child-producing potential must agree to use contraception or avoidance of pregnancy measures during the study and for 30 days after the last ARQ 621 dose
 -  Females of childbearing potential must have a negative serum pregnancy test
 -  Aspartate transaminase (AST) and alanine transaminase (ALT) 2.5  upper limit of normal (ULN) or 5.0  ULN with metastatic liver disease
 -  Hemoglobin (Hgb) 10 g/dL (except in cases considered related to hematologic malignancy)
 -  Total bilirubin 1.5  ULN
 -  Creatinine 1.5 x ULN (2.0 x ULN in cases considered related to multiple myeloma)
 -  Absolute neutrophil count 1.5 x 10^9/L (except in cases considered related to hematologic malignancy)
 -  Platelets 100 x 10^9/L (except in cases considered related to hematologic malignancy)
 -  Patients with hematologic malignancies who have progressed following at least two prior treatment regimens
 "
NCT00825474,ct_inc_530621,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530621,AACT,"
 Inclusion Criteria: 1. via clinical diagnosis and confirm it is primary liver cancer, and not accept any anticancer treatment. 2. age:18-70years 3. early hepatocyte cancerwhich is single focus of infection diameter 3cm. 4. estimate tumor can gain treatment of curing operation or micro-create treatment combineation 5. better liver function (Child-Pughclass A or B)
 "
NCT00825461,ct_inc_530622,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530622,AACT,"
 Inclusion Criteria:
 -  Studypopulation: Patints: all female, non -age coupled.
 -  Subgroup patients without tube feeding, with tube feeding and a healthy matched control group.
 -  Control group: healty volunteers of the University of Maastricht.
 "
NCT00825448,ct_inc_530623,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530623,AACT,"
 Inclusion Criteria:
 -  Age 18-80 years, male or female
 -  Clinically and histologically verified ORL cancer required surgery
 -  Patient with alcohol addiction
 -  Men must consume 21 glasses of wine a week
 -  Women must consume 14 glasses of wine a week
 -  CPAM affiliation
 -  Able to give written informed consent to participate in the study
 "
NCT00825435,ct_inc_530624,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530624,AACT,"
 Inclusion Criteria:
 -  patients who complain of typical or atypical chest pain (that is compatible with ischemia during the past 12 hrs);
 -  patients a prediction of low to intermediate risk of myocardial infarction and/or complications according to established criteria;
 -  patients who have normal or non-diagnostic electrocardiograms;
 -  patients who have negative cardiac biomarker including creatine kinase-MB, myoglobin, and/or cardiac troponin I at initial testing; patients who require admission to the hospital by the EP at the time of risk-stratification;
 -  patients who require cardiology consultation in the ED 7. patients who are age 35 years or older;
 -  patients who are able to hold their breath for  15 seconds (to obtain a quality static anatomical image, scanning requires at least fifteen seconds of breath holding;
 -  patients who have heart rate of < 70 beats per minute before or after the administration of beta-blocker medication
 "
NCT00825422,ct_inc_530625,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530625,AACT,"
 Inclusion Criteria:
 -  Necessity to use safety contraceptive methods for women who can procreate
 -  Patients with American Society of Anesthesiologists physical status I, II or III
 -  Patients scheduled to undergo a posterior lumbar arthrodesis on one at three levels treated,
 -  Posterior lumbar arthrodesis is only executed on lumbar degenerative spine,
 -  A written informed consent has to sign by the patient and the investigator before beginning clinical study
 -  Patients affiliated with social security system
 "
NCT00825396,ct_inc_530626,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530626,AACT,"
 Inclusion Criteria:
 -  Both eyes having intraocular pressure in the range of 22-30 mmHg at baseline
 -  Both eyes having best corrected visual acuity better than 20/50
 "
NCT00825383,ct_inc_530627,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530627,AACT,"
 Inclusion Criteria:
 -  NIDDM
 -  age 35 to 80 years
 -  stable oral hypoglycemic treatment for at least one month
 -  fasting triglycerides < 500 mg/dl
 "
NCT00825370,ct_inc_530628,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530628,AACT,"
 Inclusion Criteria: 1. Age 21 to 64 years. 2. Pain with onset within 7 days. 3. Emergency Department attending physician's judgment that patient's pain warrants use of intravenous opioids. 4. Normal mental status.
 "
NCT00825357,ct_inc_530629,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530629,AACT,"
 Inclusion Criteria:
 -  Meet diagnostic criteria of 2 SIRS or acute lung injury.
 -  Get agreement of patient's attending physician and inform consent form patient or family.
 "
NCT00825344,ct_inc_530630,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530630,AACT,"
 Inclusion Criteria: 1. Demonstrable hernia evident using ultrasound, computed tomography, or on physical exam. 2. Pt scheduled for unilateral inguinal hernia repair. 3. Symptoms present for < 6 months.
 "
NCT00825331,ct_inc_530631,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530631,AACT,"
 Inclusion Criteria:
 -  elective cardiac catheterization or PCI or emergency interventions
 "
NCT00825318,ct_inc_530632,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530632,AACT,"
 Inclusion Criteria:
 -  Age greater than or equal to 18 years and less than or equal to 80 years
 -  Stable three treatments per week dialysis schedule for at least three months prior to beginning the study
 -  Residual renal clearance <1.5ml/min per 35L of urea volume
 -  Pre-dialysis serum sodium levels of greater than 136 mEq/L
 "
NCT00825097,ct_inc_530649,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530649,AACT,"
 Inclusion Criteria:
 -  Chronic stroke patients (more than 6 months after stroke)
 -  SEF due to spasticity of the calf muscles
 -  Positive effects of lidocane selective motor nerve block
 -  No associated tendinosous retraction: ankle dorsiflexion  0after block
 -  Insufficient benefit of adaptated kinesitherapy
 -  Gait ability allowing an instrumented gait analysis
 "
NCT00825305,ct_inc_530633,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530633,AACT,"
 Inclusion Criteria:
 -  Male and female subjects 18-50 years of age who:
 -  are in good health at the time of entry into the study as determined by medical history, physical examination and clinical judgment of the investigator;
 -  volunteer for the simulated post-exposure vaccination courses and blood draws;
 -  have given a written informed consent; informed consent must be obtained for all the subjects before enrolment in the study;
 -  are available for all the visits scheduled in the study.
 "
NCT00825292,ct_inc_530634,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530634,AACT,"
 Inclusion Criteria: 1. Age 18 years or older. 2. Informed written consent
 "
NCT00825279,ct_inc_530635,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530635,AACT,"
 Inclusion Criteria:
 -  Patient signing informed consent after receiving extensive written and oral information about the trial,
 -  Older than 18 years,
 -  Agreement to have a control examination done after six months,
 -  Patients with angina pectoris symptoms (CCS stages i-IV, unstable angina pectoris
 Braunwald B and C) and patients with documented silent ischemia;
 -  Patients with one or more de novo lesions which all are to be dilated in the same session;
 -  Target vessel diameter of 2.5 to 4.0 mm
 "
NCT00825266,ct_inc_530636,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530636,AACT,"
 Inclusion Criteria:
 Patients with Pulmonary Arterial Hypertension (PAH) must be stable on therapy for at least 3 months prior to enrollment in the trial. We will include patients with idiopathic PAH and
 Familial PAH as well as PAH associated with collagen vascular disease or drug or toxin exposure. With the exception of PAH, subjects must be free of major medical illnesses, including diabetes mellitus (must have fasting plasma glucose < 126 mg/dL and taking no anti-hyperglycemic agent), malignancy or significant hepatic or renal disease. Subjects may be hypertensive and on anti-hypertensive medications as long as blood pressure is < 150/100 mm Hg. Subjects may also be dyslipidemic and/or taking drugs to improve abnormalities of lipid metabolism, but they will be excluded if they are taking medications known to alter insulin sensitivity, including glucocorticoids, niacin, anti-retrovirals, thiazolidinediones, or metformin. Use of oral contraceptives or estrogen and/or progesterone replacement therapy is permitted. Weight must be stable and the subjects agree not to change their eating habits or exercise regimen during the study period. There will be no restrictions with regard to race or socioeconomic status, and the racial/ethnic composition of the study population will be reflective of the communities surrounding the
 Stanford University Medical Center.
 "
NCT00825253,ct_inc_530637,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530637,AACT,"
 Inclusion Criteria:
 -  Informed consent obtained before any trial-related activities. (Trial-related activities are any procedure that would not have been performed during normal management of the subject)
 -  Type 2 diabetes mellitus diagnosed for at least 12 months prior to screening
 -  HbA1c value between 7% and 10.5% (both inclusive) at screening
 -  Any insulin treatment for at least 3 months prior to screening
 -  Body mass index (BMI): 25 - 40 kg/m2
 "
NCT00825240,ct_inc_530638,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530638,AACT,"
 Inclusion Criteria: 1. Patient with Stage IIB or III colorectal cancer. 2. Men and women within 1 year of ending primary treatment for colorectal cancer. 3. Over 18 years of age. 4. Must be able to read and write English. 5. Must be able to understand and provide written informed consent.
 "
NCT00824993,ct_inc_530657,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530657,AACT,"
 Inclusion Criteria: 1. Age greater than or equal to 18 years. 2. Patients with the diagnosis of hematologic malignancies or hematological disorders, who are immediately post- allogeneic bone marrow transplantation. 3. Female patients of childbearing potential (i.e. no hysterectomy, no loss of menses for 12 consecutive months), must be willing to use contraception. 4. Negative pregnancy test in premenopausal patients. 5. Patients with GVHD or infections can be entered only if they respond to treatment and become controlled. 6. Dental considerations: patients with negative dental screening for jaw osteonecrosis 0-3 months prior to their transplant and patients that do not have a plan for tooth extraction in the near future.
 "
NCT00825227,ct_inc_530639,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530639,AACT,"
 Key Inclusion Criteria:
 -  The patient has cancer and is receiving, or is scheduled to receive, taxane chemotherapy (paclitaxel, docetaxel, or albumin-bound paclitaxel), either alone or in combination with other agents.
 -  The patient experiences an average score of 6 or greater for the daily worst fatigue severity assessment during screening.
 -  The patient has a life expectancy of at least 6 months.
 -  The patient is able to use the wrist actigraphy device or provide written documentation during the screening period.
 -  The patient has stable hemoglobin (10 g/dL) throughout the screening period.
 -  Women of childbearing potential (not surgically sterile or 2 years postmenopausal) must use a medically accepted method of contraception (including abstinence) and must agree to continue use of this method for the duration of the study and for 30 days after participation in the study.
 -  Men not surgically sterile or who are capable of producing offspring must practice abstinence or use a barrier method of birth control, and must agree to continue use of this method for the duration of the study and for 30 days after participation in the study.
 -  The patient has adequate hepatic and renal function.
 -  The patient meets the proposed diagnostic criteria for cancer-related fatigue as included in the International Classifications of Disease, Tenth Revision, Clinical
 Modification (ICD-10-CM).
 -  If the patient is taking any other chronic medication which may affect fatigue (e.g., antidepressants, anxiolytics, opioid analgesics), the dose has been stable for at least 4 weeks prior to screening and is expected to remain stable during the study.
 Key "
NCT00825214,ct_inc_530640,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530640,AACT,"
 Inclusion Criteria:
 -  known rection to mosquito bites
 -  willing to attend clinic for 2 hours during measurements
 -  informed written consent
 "
NCT00825201,ct_inc_530641,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530641,AACT,"
 Inclusion Criteria:
 -  Patients must have histological confirmed advanced cancer primarily confined to the peritoneal cavity which have progressed on previous chemotherapeutic regimens, or for which no standard chemotherapeutic regimens exist
 -  Prior taxane exposure is allowed; prior IP chemotherapy is allowed, if it was not complicated by peritoneal adhesions; patients with ovarian cancer having residual disease at second-look laparotomy or following secondary debulking are also eligible; patients must be 4-6 weeks after surgery and they must have recovered from the surgery prior to initiating IP chemotherapy
 -  Eastern Cooperative Oncology Group (ECOG) less than or equal to 2
 -  Life expectancy of greater than 3 months
 -  Absolute neutrophil count > 1,500/mcL
 -  Platelets > 100,000/mcL
 -  Total bilirubin within normal institutional limits
 -  Aspartate aminotransferase (AST) (serum glutamic oxaloacetic transaminase
 [SGOT])/alanine aminotransferase (ALT) (serum glutamic pyruvic transaminase [SGPT]) < 2.5 x institutional upper limit of normal
 -  Creatinine within normal institutional limits or creatinine clearance > 60 mL/min/1.73 m^2 for patients with creatinine levels above institutional normal
 -  Documentation of measurable disease (with baseline measurements taken with 4 weeks of study entry, when present and appropriate); presence of measurable disease is not, per se, a prerequisite for entry onto this study
 -  Women of child-bearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry and for the duration of study participation; should a woman become pregnant or suspect she is pregnant while participating in this study, she should inform her treating physician immediately
 -  Ability to understand and the willingness to sign a written informed consent document
 "
NCT00825188,ct_inc_530642,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530642,AACT,"
 Inclusion Criteria:
 -  Systolic blood pressure (SBP) between 140 and 160 mmHg and/or a diastolic blood pressure between 90 and 100 mmHg who also have a body mass index > 30-45.
 -  Women must be post menopausal
 "
NCT00825175,ct_inc_530643,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530643,AACT,"
 Inclusion Criteria:
 -  Trisomy 21
 -  Able to pull to stand but not walk
 "
NCT00825162,ct_inc_530644,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530644,AACT,"
 Inclusion Criteria: 1. Healthy male or female participants aged  6 months to < 18 years at the time of vaccination; 2. Written informed consent to participate in the study and adherence to all protocol requirements. Consent will be obtained from the participant, parent or guardian as appropriate according to the applicable Independent Ethics Committee (IEC) and local requirements. Participant assent will also be obtained if required by the applicable
 IEC; 3. Good health, as determined by medical history, and a targeted physical examination; 4. For participants aged < 9 years, born after a normal gestation period (between 36 and 42 weeks); 5. Females of childbearing potential (defined as having experienced their first menstrual cycle) must be abstinent or be using adequate contraceptive precautions e.g. intrauterine contraceptive device, oral contraceptive, or equivalent hormonal contraception (e.g., progestogen-only implant, vaginal contraceptive ring, cutaneous hormonal patch or injectable contraceptives) for at least 2 months after vaccination.
 Females aged  9 years must also return a negative urine pregnancy test at enrolment.
 "
NCT00825149,ct_inc_530645,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530645,AACT,"
 Inclusion Criteria:
 -  Either CD20+ R/R B-cell follicular non-Hodgkin's lymphoma (after a maximum of 2 prior chemotherapy regimens) or CD20+ B-cell follicular non-Hodgkin's lymphoma with no prior systemic therapy
 -  Must have at least one bi-dimensionally measurable lesion (greater than [>] 1.5 centimeters [cm] in its largest dimension by computed tomography [CT] scan)
 -  Eastern Cooperative Oncology Group (ECOG) performance status of 0-2
 "
NCT00825136,ct_inc_530646,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530646,AACT,"
 Inclusion Criteria: 1. The participant must fulfill DSM-IV criteria for panic disorder. 2. The participant must be between 18 and 60 years of age. 3. The participant must have panic disorder as the primary problem. 4. If the participant is taking prescribed drugs for panic disorder, a) the dosage have to be constant for 2 months before starting treatment, and b) the participant have to agree to keep the dosage constant for 1 month after starting treatment. 5. If the participant was already in therapy, the contact must have lasted at least 6 months and not be based on cognitive behavior therapy. 6. All participants have access to a computer with an Internet connection.
 "
NCT00825123,ct_inc_530647,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_530647,AACT,"
 Inclusion Criteria:
 Healthy volunteers:
 -  aged 18 - 25 years OR
 -  aged >60 years
 "
